frame,stamp_s,ey_m,epsi_rad,lane_width_m,paired,n_lines,confidence,reason
000072.png,1787058539.369,0.00085,-0.04858,0.24544,1,3,0.979,ok
000073.png,1787058539.619,0.00462,-0.05087,0.23819,1,3,0.979,ok
000074.png,1787058539.819,0.00258,-0.05082,0.24199,1,3,0.958,ok
000075.png,1787058540.018,0.00118,-0.05209,0.24625,1,2,0.958,ok
000076.png,1787058540.219,0.00231,-0.05329,0.24293,1,2,0.958,ok
000077.png,1787058540.419,0.00470,-0.05483,0.23982,1,3,0.979,ok
000078.png,1787058540.570,0.00524,-0.05497,0.23961,1,3,0.958,ok
000079.png,1787058540.819,0.00320,-0.05813,0.24313,1,3,1.000,ok
000080.png,1787058541.069,0.00808,-0.05707,0.23614,1,3,0.938,ok
000081.png,1787058541.269,0.00346,-0.05899,0.24618,1,3,0.958,ok
000082.png,1787058541.469,0.00160,-0.05693,0.25165,1,3,1.000,ok
000083.png,1787058541.619,0.00467,-0.05776,0.24433,1,3,0.938,ok
000084.png,1787058541.869,0.00747,-0.05633,0.24065,1,3,1.000,ok
000085.png,1787058542.070,0.00875,-0.05615,0.23905,1,3,0.979,ok
000086.png,1787058542.269,0.01249,-0.05494,0.23234,1,3,0.938,ok
000087.png,1787058542.519,0.01017,-0.05539,0.23857,1,3,0.979,ok
000088.png,1787058542.719,0.01151,-0.05500,0.23617,1,3,1.000,ok
000089.png,1787058542.919,0.01101,-0.05523,0.23790,1,3,1.000,ok
000090.png,1787058543.119,0.01301,-0.05427,0.23409,1,3,1.000,ok
000091.png,1787058543.269,0.01269,-0.05286,0.23485,1,3,1.000,ok
000092.png,1787058543.568,0.01229,-0.05324,0.23583,1,3,1.000,ok
000093.png,1787058543.769,0.01347,-0.05131,0.23443,1,3,1.000,ok
000094.png,1787058544.018,0.01257,-0.05056,0.23712,1,3,1.000,ok
000095.png,1787058544.219,0.01507,-0.05051,0.23125,1,3,1.000,ok
000096.png,1787058544.418,0.01591,-0.04955,0.23124,1,3,1.000,ok
000097.png,1787058544.619,0.01579,-0.04954,0.23329,1,3,1.000,ok
000098.png,1787058544.869,0.01886,-0.04881,0.22724,1,2,1.000,ok
000099.png,1787058545.069,0.01726,-0.04941,0.23232,1,3,1.000,ok
000100.png,1787058545.269,0.01112,-0.04710,0.24395,1,3,1.000,ok
000101.png,1787058545.469,0.01879,-0.04748,0.22958,1,3,1.000,ok
000102.png,1787058545.718,0.00535,-0.04564,0.25642,1,3,1.000,ok
000103.png,1787058545.921,0.01491,-0.04732,0.23874,1,3,1.000,ok
000104.png,1787058546.118,0.01435,-0.04627,0.23957,1,3,1.000,ok
000105.png,1787058546.268,0.01446,-0.04351,0.24027,1,3,1.000,ok
000106.png,1787058546.519,0.01007,-0.04642,0.24996,1,3,0.979,ok
000107.png,1787058546.770,0.01538,-0.04504,0.24119,1,2,1.000,ok
000108.png,1787058546.969,0.01613,-0.04683,0.24031,1,3,1.000,ok
000109.png,1787058547.169,0.01755,-0.04471,0.23856,1,3,1.000,ok
000110.png,1787058547.369,0.01853,-0.04335,0.23603,1,3,1.000,ok
000111.png,1787058547.619,0.01739,-0.04350,0.23827,1,3,1.000,ok
000112.png,1787058547.818,0.01263,-0.04150,0.24945,1,3,1.000,ok
000113.png,1787058548.018,0.01563,-0.04386,0.24322,1,3,1.000,ok
000114.png,1787058548.219,0.01788,-0.04379,0.23758,1,3,1.000,ok
000115.png,1787058548.419,0.01154,-0.04350,0.25039,1,3,0.979,ok
000116.png,1787058548.618,0.02047,-0.04464,0.23459,1,3,1.000,ok
000117.png,1787058548.819,0.01984,-0.04242,0.23489,1,3,1.000,ok
000118.png,1787058549.019,0.01639,-0.04277,0.24158,1,3,1.000,ok
000119.png,1787058549.269,0.01748,-0.04109,0.24013,1,3,1.000,ok
000120.png,1787058549.469,0.02068,-0.03956,0.23534,1,3,1.000,ok
000121.png,1787058549.668,0.01954,-0.03676,0.23787,1,2,1.000,ok
000122.png,1787058549.869,0.02006,-0.03305,0.23816,1,3,1.000,ok
000123.png,1787058550.119,0.02038,-0.02973,0.23727,1,3,1.000,ok
000124.png,1787058550.318,0.02119,-0.02504,0.23582,1,3,1.000,ok
000125.png,1787058550.518,0.02193,-0.02103,0.23709,1,3,1.000,ok
000126.png,1787058550.769,0.02293,-0.01570,0.23550,1,3,1.000,ok
000127.png,1787058550.969,0.01613,-0.01329,0.24961,1,3,1.000,ok
000128.png,1787058551.169,0.02162,-0.01437,0.23760,1,3,1.000,ok
000129.png,1787058551.368,0.02260,-0.01430,0.23615,1,3,1.000,ok
000130.png,1787058551.569,0.02294,-0.01261,0.23478,1,3,1.000,ok
000131.png,1787058551.818,0.01696,-0.01339,0.24759,1,3,1.000,ok
000132.png,1787058552.019,0.01610,-0.01311,0.24830,1,3,1.000,ok
000133.png,1787058552.219,0.02713,-0.00935,0.23254,1,3,1.000,ok
000134.png,1787058552.418,0.02790,0.00496,0.23080,1,3,1.000,ok
000135.png,1787058552.619,0.02812,0.00389,0.23141,1,3,1.000,ok
000136.png,1787058552.819,0.02759,0.00288,0.23091,1,3,1.000,ok
000137.png,1787058553.018,0.02246,0.00405,0.24004,1,3,0.979,ok
000138.png,1787058553.218,0.02788,0.00377,0.23050,1,3,1.000,ok
000139.png,1787058553.471,0.02791,0.00511,0.23137,1,3,1.000,ok
000140.png,1787058553.669,0.02287,0.00495,0.24131,1,3,1.000,ok
000141.png,1787058553.869,0.02469,0.00163,0.24077,1,3,0.958,ok
000142.png,1787058554.068,0.02475,0.00687,0.24031,1,3,0.979,ok
000143.png,1787058554.269,0.03354,0.00550,0.22415,1,3,1.000,ok
000144.png,1787058554.519,0.03541,0.00372,0.22255,1,3,1.000,ok
000145.png,1787058554.719,0.02720,0.00331,0.24031,1,3,0.917,ok
000146.png,1787058554.918,0.03087,0.00277,0.23444,1,3,1.000,ok
000147.png,1787058555.119,0.03996,0.00102,0.21687,1,3,1.000,ok
000148.png,1787058555.369,0.04279,-0.00013,0.21450,1,3,1.000,ok
000149.png,1787058555.569,0.04251,0.00073,0.21626,1,3,1.000,ok
000150.png,1787058555.769,0.04347,0.00296,0.21482,1,3,1.000,ok
000151.png,1787058555.969,0.04537,0.00168,0.21497,1,3,1.000,ok
000152.png,1787058556.169,0.04770,-0.00368,0.21049,1,3,1.000,ok
000153.png,1787058556.419,0.03949,0.00463,0.22840,1,2,1.000,ok
000154.png,1787058556.818,0.04571,0.00173,0.21802,1,3,1.000,ok
000155.png,1787058557.019,0.04787,0.00319,0.21209,1,3,1.000,ok
000156.png,1787058557.269,0.04583,0.00316,0.21408,1,3,1.000,ok
000157.png,1787058557.469,0.04866,0.00277,0.21104,1,3,1.000,ok
000158.png,1787058557.869,0.04663,0.00513,0.21231,1,3,1.000,ok
000159.png,1787058558.069,0.04058,0.00453,0.22454,1,2,1.000,ok
000160.png,1787058558.269,0.04672,0.00324,0.21192,1,2,1.000,ok
000161.png,1787058558.418,0.03837,0.00359,0.22941,1,3,1.000,ok
000162.png,1787058558.668,0.04748,0.00366,0.21126,1,3,1.000,ok
000163.png,1787058558.870,0.04783,0.00379,0.21050,1,3,1.000,ok
000164.png,1787058559.119,0.04475,0.00497,0.21568,1,3,1.000,ok
000165.png,1787058559.319,0.04419,0.00509,0.21720,1,3,1.000,ok
000166.png,1787058559.518,0.04670,0.00311,0.21307,1,3,1.000,ok
000167.png,1787058559.719,0.04414,0.00241,0.21700,1,3,1.000,ok
000168.png,1787058559.918,0.03687,0.00343,0.23281,1,3,1.000,ok
000169.png,1787058560.118,0.04622,0.00206,0.21340,1,3,1.000,ok
000170.png,1787058560.318,0.04436,0.00241,0.21560,1,2,1.000,ok
000171.png,1787058560.569,0.04609,0.00135,0.21485,1,3,1.000,ok
000172.png,1787058560.768,0.04404,0.00348,0.21541,1,3,1.000,ok
000173.png,1787058560.968,0.04470,0.00245,0.21513,1,3,1.000,ok
000174.png,1787058561.168,0.03879,0.00096,0.22715,1,2,1.000,ok
000175.png,1787058561.368,0.03903,0.00323,0.22610,1,3,1.000,ok
000176.png,1787058561.569,0.03732,0.00391,0.22989,1,2,1.000,ok
000177.png,1787058561.769,0.04583,-0.00027,0.21421,1,3,1.000,ok
000178.png,1787058562.018,0.03965,0.00018,0.22769,1,3,1.000,ok
000179.png,1787058562.219,0.03862,0.00530,0.22639,1,2,1.000,ok
000180.png,1787058562.418,0.04571,0.00639,0.21431,1,3,1.000,ok
000181.png,1787058562.620,0.04576,0.00317,0.21672,1,2,1.000,ok
000182.png,1787058563.019,0.04056,0.00546,0.22760,1,2,1.000,ok
000183.png,1787058563.220,0.04493,0.00843,0.21535,1,3,1.000,ok
000184.png,1787058564.069,0.05374,0.00811,0.21137,1,3,0.917,ok
000185.png,1787058564.919,0.04941,0.01433,0.21682,1,3,0.833,ok
000186.png,1787058565.119,0.05125,0.01757,0.21373,1,3,0.875,ok
000187.png,1787058565.369,0.05413,0.01396,0.21403,1,3,0.896,ok
000188.png,1787058565.769,0.05330,0.12597,0.21325,1,4,0.417,ok
000189.png,1787058566.019,0.05304,0.14239,0.21227,1,4,0.438,ok
000190.png,1787058566.219,0.05385,0.13459,0.21410,1,4,0.417,ok
000191.png,1787058566.419,0.05216,0.14750,0.21037,1,4,0.458,ok
000192.png,1787058566.619,0.04993,0.01597,0.21849,1,3,0.792,ok
000193.png,1787058567.069,0.05291,0.01560,0.21186,1,3,0.896,ok
000194.png,1787058567.269,0.05383,0.01375,0.21255,1,3,0.833,ok
000195.png,1787058567.868,0.03413,0.01136,0.24986,1,3,0.771,ok
000196.png,1787058568.068,0.05245,0.01399,0.21234,1,3,0.812,ok
000197.png,1787058568.268,0.05112,0.01592,0.21497,1,3,0.833,ok
000198.png,1787058568.719,0.05209,0.01396,0.21360,1,3,0.833,ok
000199.png,1787058569.318,0.05213,0.00976,0.21075,1,3,0.875,ok
000200.png,1787058569.568,0.05015,0.01176,0.21071,1,3,0.938,ok
000201.png,1787058569.769,0.05062,0.00338,0.21394,1,3,0.812,ok
000202.png,1787058569.968,0.04931,0.01533,0.21089,1,3,0.917,ok
000203.png,1787058570.169,0.04868,0.00722,0.21598,1,3,0.896,ok
000204.png,1787058571.219,0.04244,-0.00326,0.22436,1,3,0.979,ok
000205.png,1787058571.669,0.04653,0.00609,0.21247,1,3,1.000,ok
000206.png,1787058572.518,0.04575,0.00221,0.21222,1,3,0.854,ok
000207.png,1787058574.169,0.04503,-0.00527,0.21076,1,3,1.000,ok
000208.png,1787058574.368,0.04669,-0.00538,0.21112,1,3,0.917,ok
000209.png,1787058574.568,0.04434,-0.00638,0.21167,1,3,1.000,ok
000210.png,1787058574.819,0.04449,-0.00774,0.21252,1,3,0.938,ok
000211.png,1787058575.019,0.04383,-0.00907,0.21298,1,3,0.917,ok
000212.png,1787058575.868,0.04271,-0.00875,0.21380,1,3,0.854,ok
000213.png,1787058576.268,0.03934,-0.00715,0.21539,1,3,0.938,ok
000214.png,1787058576.469,0.03832,-0.00426,0.21718,1,3,1.000,ok
000215.png,1787058576.669,0.03758,-0.00694,0.21717,1,3,0.958,ok
000216.png,1787058576.869,0.03726,-0.00779,0.21843,1,3,0.979,ok
000217.png,1787058577.118,0.03688,-0.00783,0.21707,1,3,0.958,ok
000218.png,1787058577.321,0.03613,-0.00673,0.21807,1,3,0.979,ok
000219.png,1787058577.519,0.03733,-0.00927,0.21715,1,3,0.958,ok
000220.png,1787058577.720,0.03499,-0.01116,0.21941,1,3,1.000,ok
000221.png,1787058578.969,0.03107,-0.01329,0.22470,1,3,1.000,ok
000222.png,1787058579.618,0.03660,-0.01357,0.21204,1,3,1.000,ok
000223.png,1787058579.818,0.03669,-0.01357,0.21293,1,3,1.000,ok
000224.png,1787058580.019,0.03684,-0.01589,0.21140,1,3,1.000,ok
000225.png,1787058580.218,0.03516,-0.01395,0.21482,1,3,1.000,ok
000226.png,1787058580.419,0.03005,-0.01715,0.22402,1,3,1.000,ok
000227.png,1787058580.619,0.03648,-0.01557,0.21195,1,3,1.000,ok
000228.png,1787058580.818,0.03065,-0.01789,0.22307,1,3,1.000,ok
000229.png,1787058581.068,0.02761,-0.01723,0.22777,1,3,1.000,ok
000230.png,1787058581.269,0.03608,-0.01791,0.21140,1,3,1.000,ok
000231.png,1787058581.418,0.03357,-0.01734,0.21632,1,3,1.000,ok
000232.png,1787058581.669,0.02818,-0.01846,0.22740,1,3,1.000,ok
000233.png,1787058581.868,0.03356,-0.01862,0.21652,1,3,1.000,ok
000234.png,1787058582.068,0.03394,-0.01884,0.21502,1,3,1.000,ok
000235.png,1787058582.269,0.03295,-0.01764,0.21760,1,3,1.000,ok
000236.png,1787058582.518,0.03349,-0.01953,0.21451,1,3,1.000,ok
000237.png,1787058582.668,0.03283,-0.01799,0.21619,1,3,1.000,ok
000238.png,1787058583.318,0.02408,-0.01927,0.23267,1,3,1.000,ok
000239.png,1787058583.519,0.03068,-0.01879,0.21877,1,3,1.000,ok
000240.png,1787058583.718,0.02438,-0.01941,0.23088,1,3,1.000,ok
000241.png,1787058583.969,0.02959,-0.01750,0.21937,1,3,1.000,ok
000242.png,1787058584.169,0.02246,-0.01884,0.23317,1,3,1.000,ok
000243.png,1787058584.369,0.02924,-0.01685,0.21892,1,3,1.000,ok
000244.png,1787058584.569,0.02232,-0.01682,0.23107,1,3,1.000,ok
000245.png,1787058584.769,0.02687,-0.01629,0.22144,1,3,1.000,ok
000246.png,1787058584.969,0.02712,-0.01739,0.21980,1,3,0.979,ok
000247.png,1787058585.219,0.02038,-0.01757,0.23305,1,3,0.979,ok
000248.png,1787058585.419,0.02278,-0.02078,0.22581,1,3,1.000,ok
000249.png,1787058585.620,0.01835,-0.02106,0.23393,1,3,0.938,ok
000250.png,1787058585.819,0.02078,-0.02266,0.22783,1,3,1.000,ok
000251.png,1787058586.019,0.02140,-0.02243,0.22710,1,3,1.000,ok
000252.png,1787058586.268,0.02397,-0.02409,0.22009,1,3,0.854,ok
000253.png,1787058586.418,0.02368,-0.02599,0.21964,1,3,0.854,ok
000254.png,1787058586.619,0.02318,-0.02652,0.21963,1,3,0.854,ok
000255.png,1787058586.870,0.01383,-0.02662,0.23837,1,3,0.917,ok
000256.png,1787058587.070,0.01378,-0.02702,0.23643,1,3,0.979,ok
000257.png,1787058587.318,0.01949,-0.02809,0.22437,1,3,1.000,ok
000258.png,1787058587.519,0.01202,-0.03021,0.23675,1,3,0.979,ok
000259.png,1787058587.719,0.01805,-0.03275,0.22556,1,3,0.958,ok
000260.png,1787058587.919,0.01255,-0.03339,0.23539,1,3,1.000,ok
000261.png,1787058588.118,0.01942,-0.03217,0.22001,1,3,1.000,ok
000262.png,1787058588.319,0.01063,-0.03084,0.23712,1,3,0.979,ok
000263.png,1787058588.569,0.00230,-0.03150,0.25325,1,3,0.979,ok
000264.png,1787058588.769,0.00580,-0.03115,0.24478,1,3,0.958,ok
000265.png,1787058588.969,0.01200,-0.02776,0.23170,1,3,1.000,ok
000266.png,1787058589.218,0.00420,-0.02708,0.24729,1,3,1.000,ok
000267.png,1787058589.419,0.00235,-0.03022,0.24986,1,3,0.938,ok
000268.png,1787058589.619,0.01270,-0.02999,0.22737,1,3,0.938,ok
000269.png,1787058589.819,-0.00272,-0.02960,0.25723,1,3,0.979,ok
000270.png,1787058590.068,0.01273,-0.02900,0.22667,1,3,0.958,ok
000271.png,1787058590.268,0.00482,-0.03008,0.24217,1,3,1.000,ok
000272.png,1787058590.469,0.00569,-0.02760,0.23957,1,3,1.000,ok
000273.png,1787058590.719,0.00435,-0.02996,0.24114,1,3,0.979,ok
000274.png,1787058590.919,0.00566,-0.02784,0.23870,1,3,0.979,ok
000275.png,1787058591.119,0.01146,-0.02978,0.22623,1,3,0.938,ok
000276.png,1787058591.368,0.00287,-0.02909,0.24191,1,3,1.000,ok
000277.png,1787058591.568,0.00274,-0.02925,0.24244,1,3,0.979,ok
000278.png,1787058591.768,0.00166,-0.02913,0.24386,1,3,1.000,ok
000279.png,1787058591.969,0.00353,-0.03140,0.23879,1,3,0.979,ok
000280.png,1787058592.169,-0.00186,-0.03262,0.24916,1,3,1.000,ok
000281.png,1787058592.368,-0.00152,-0.03360,0.24683,1,3,1.000,ok
000282.png,1787058592.568,-0.00092,-0.03536,0.24561,1,3,1.000,ok
000283.png,1787058592.769,-0.00385,-0.03720,0.24974,1,3,1.000,ok
000284.png,1787058593.019,-0.00637,-0.04150,0.25303,1,3,1.000,ok
000285.png,1787058593.218,-0.00345,-0.04042,0.24699,1,3,0.979,ok
000286.png,1787058593.419,-0.00559,-0.04402,0.25072,1,3,1.000,ok
000287.png,1787058593.618,-0.00491,-0.04386,0.24888,1,3,0.958,ok
000288.png,1787058593.818,-0.00573,-0.04417,0.25047,1,3,1.000,ok
000289.png,1787058594.019,-0.00788,-0.04714,0.25403,1,3,0.979,ok
000290.png,1787058594.269,-0.00382,-0.04523,0.24448,1,3,0.958,ok
000291.png,1787058594.469,-0.00593,-0.04727,0.24785,1,3,0.958,ok
000292.png,1787058594.668,-0.00920,-0.04872,0.25431,1,3,0.979,ok
000293.png,1787058594.868,-0.00844,-0.04857,0.25154,1,3,0.958,ok
000294.png,1787058595.068,-0.01228,-0.04844,0.25901,1,3,1.000,ok
000295.png,1787058595.269,-0.00641,-0.04864,0.24674,1,3,0.979,ok
000296.png,1787058595.469,-0.00841,-0.04957,0.24935,1,3,1.000,ok
000297.png,1787058595.718,-0.01212,-0.05023,0.25549,1,3,0.979,ok
000298.png,1787058595.919,-0.01839,-0.04965,0.26895,1,3,0.958,ok
000299.png,1787058596.119,-0.01264,-0.04877,0.25660,1,3,1.000,ok
000300.png,1787058596.319,-0.01454,-0.05071,0.25980,1,3,1.000,ok
000301.png,1787058596.569,-0.02291,-0.04925,0.27574,1,3,1.000,ok
000302.png,1787058596.769,-0.01631,-0.05211,0.26284,1,3,0.938,ok
000303.png,1787058596.969,-0.02209,-0.05123,0.27366,1,3,0.938,ok
000304.png,1787058597.169,-0.01250,-0.04949,0.25427,1,3,0.979,ok
000305.png,1787058597.370,-0.01551,-0.05052,0.25995,1,2,1.000,ok
000306.png,1787058597.569,-0.01443,-0.05129,0.25654,1,2,1.000,ok
000307.png,1787058597.769,-0.01159,-0.05194,0.25120,1,3,0.979,ok
000308.png,1787058598.019,-0.00472,-0.05133,0.23825,1,3,0.875,ok
000309.png,1787058598.169,0.00206,-0.05418,0.22526,1,3,0.792,ok
000310.png,1787058598.369,0.00222,-0.05347,0.22367,1,3,0.792,ok
000311.png,1787058598.618,0.00169,-0.05423,0.22415,1,3,0.812,ok
000312.png,1787058598.818,0.00116,-0.05454,0.22370,1,3,0.792,ok
000313.png,1787058599.019,0.00069,-0.05398,0.22387,1,3,0.792,ok
000314.png,1787058599.269,-0.01368,-0.05557,0.25348,1,2,0.917,ok
000315.png,1787058599.469,-0.01671,-0.05623,0.25915,1,2,0.917,ok
000316.png,1787058599.669,-0.01335,-0.05711,0.25149,1,2,1.000,ok
000317.png,1787058599.869,-0.01405,-0.05593,0.25200,1,2,0.979,ok
000318.png,1787058600.069,-0.01832,-0.05883,0.26006,1,3,1.000,ok
000319.png,1787058600.269,-0.01870,-0.06159,0.26006,1,3,1.000,ok
000320.png,1787058600.519,-0.02000,-0.06118,0.26171,1,3,1.000,ok
000321.png,1787058600.718,-0.02333,-0.06136,0.26836,1,2,1.000,ok
000322.png,1787058600.918,-0.02183,-0.06275,0.26366,1,3,1.000,ok
000323.png,1787058601.119,-0.01863,-0.06473,0.26063,1,3,1.000,ok
000324.png,1787058601.319,-0.02200,-0.06374,0.26361,1,3,1.000,ok
000325.png,1787058601.519,-0.01882,-0.06531,0.25579,1,3,0.979,ok
000326.png,1787058601.768,-0.01910,-0.06350,0.25519,1,3,0.979,ok
000327.png,1787058601.968,-0.02141,-0.06474,0.26006,1,2,1.000,ok
000328.png,1787058602.169,-0.02322,-0.06591,0.26295,1,3,1.000,ok
000329.png,1787058602.369,-0.02743,-0.06577,0.27066,1,2,1.000,ok
000330.png,1787058602.568,-0.02610,-0.06432,0.26767,1,2,1.000,ok
000331.png,1787058604.019,-0.03256,-0.06999,0.27422,1,2,1.000,ok
000332.png,1787058604.268,-0.03404,-0.06924,0.27771,1,2,1.000,ok
000333.png,1787058604.468,-0.00394,-0.07010,0.21520,1,3,0.812,ok
000334.png,1787058604.668,-0.03466,-0.07242,0.27658,1,2,0.979,ok
000335.png,1787058604.868,-0.01159,-0.06949,0.23048,1,3,0.833,ok
000336.png,1787058605.068,-0.00495,-0.07076,0.21671,1,3,0.812,ok
000337.png,1787058609.469,-0.03990,-0.07700,0.28109,1,2,1.000,ok
000338.png,1787058609.719,-0.03457,-0.07549,0.27279,1,3,1.000,ok
000339.png,1787058609.918,-0.03528,-0.07608,0.27297,1,3,1.000,ok
000340.png,1787058610.119,-0.02568,-0.07816,0.25494,1,2,0.958,ok
000341.png,1787058610.318,-0.03664,-0.07561,0.27695,1,2,1.000,ok
000342.png,1787058610.519,-0.03371,-0.07628,0.27055,1,2,1.000,ok
000343.png,1787058612.619,-0.04017,-0.08240,0.27680,1,3,1.000,ok
000344.png,1787058613.270,-0.03608,-0.08092,0.26879,1,3,1.000,ok
000345.png,1787058613.418,-0.03360,-0.08295,0.26175,1,2,1.000,ok
000346.png,1787058613.868,-0.03548,-0.08692,0.26497,1,2,0.979,ok
000347.png,1787058614.068,-0.03880,-0.08750,0.27076,1,2,1.000,ok
000348.png,1787058620.169,-0.01976,0.01023,0.22226,1,3,0.729,ok
000349.png,1787058620.369,-0.01726,-0.09852,0.21628,1,3,0.771,ok
000350.png,1787058622.469,-0.02273,-0.10023,0.22895,1,3,0.792,ok
000351.png,1787058624.519,-0.02219,-0.09753,0.22933,1,3,0.792,ok
000352.png,1787058626.168,-0.03106,-0.20545,0.21557,1,3,0.562,ok
000353.png,1787058627.219,-0.02301,-0.21068,0.21044,1,3,0.479,ok
000354.png,1787058632.869,-0.05393,-0.32616,0.21273,1,3,0.500,ok
