frame,stamp_s,ey_m,epsi_rad,lane_width_m,paired,n_lines,confidence,reason,line_c0_m,curvature_1pm,true_ey_m,station,s_m
000016.png,1788182956.970,-0.01509,-0.15815,0.30334,1,3,0.312,ok,-0.13850;0.16868;0.59743,-0.02357,0.00000,0,
000017.png,1788182957.020,-0.00660,-0.15188,0.31065,1,3,0.354,ok,-0.15054;0.16373;0.60184,-0.18884,0.00000,0,
000018.png,1788182957.071,-0.01443,-0.15188,0.29390,1,3,0.375,ok,-0.13423;0.16309;0.60408,-0.08002,0.00000,0,
000019.png,1788182957.120,-0.00718,-0.15188,0.29187,1,3,0.396,ok,-0.14045;0.15482;0.60849,-0.13255,0.00000,0,
000020.png,1788182957.220,-0.01492,-0.15815,0.29263,1,3,0.354,ok,-0.13324;0.16309;0.60408,-0.07521,0.00000,0,
000021.png,1788182957.271,-0.00965,-0.15815,0.30546,1,2,0.333,ok,-0.14501;0.16431,-0.10887,0.00000,0,
000022.png,1788182957.320,-0.01212,-0.15815,0.29163,1,3,0.333,ok,-0.13553;0.15978;0.59963,-0.08983,0.00000,0,
000023.png,1788182957.370,-0.00846,-0.15188,0.31106,1,3,0.312,ok,-0.14888;0.16580;0.61291,-0.14186,0.00000,0,
000024.png,1788182957.420,-0.00713,-0.15188,0.30636,1,2,0.312,ok,-0.14783;0.16210,-0.14624,0.00000,0,
000025.png,1788182957.520,-0.00554,-0.14102,0.28864,1,3,0.354,ok,-0.14023;0.15130;0.60184,-0.13475,0.00000,0,
000026.png,1788182957.570,0.00095,-0.15064,0.29573,1,3,0.333,ok,-0.15051;0.14860;0.60629,-0.23591,0.00000,0,
000027.png,1788182957.620,-0.00005,-0.11803,0.29318,1,3,0.375,ok,-0.14756;0.14767;0.61511,-0.20970,0.00000,0,
000028.png,1788182957.670,0.00261,-0.14960,0.29999,1,3,0.354,ok,-0.15430;0.14908;0.60629,-0.24394,0.00000,0,
000029.png,1788182957.720,-0.02000,-0.14960,0.30730,1,3,0.333,ok,-0.13539;0.17539;0.59743,-0.02713,0.00000,0,
000030.png,1788182957.771,-0.00658,-0.14960,0.28060,1,2,0.396,ok,-0.13531;0.14846,-0.11587,0.00000,0,
000031.png,1788182957.820,-0.00658,-0.14960,0.28096,1,3,0.354,ok,-0.13548;0.14865;0.60629,-0.11290,0.00000,0,
000032.png,1788182957.920,-0.01222,-0.14960,0.30079,1,3,0.333,ok,-0.13987;0.16431;0.60629,-0.10268,0.00000,0,
000033.png,1788182957.970,-0.00609,-0.14960,0.28727,1,3,0.396,ok,-0.13917;0.15135;0.59743,-0.13264,0.00000,0,
000034.png,1788182958.020,0.00446,-0.14960,0.29482,1,3,0.354,ok,-0.15354;0.14461;0.60188,-0.25104,0.00000,0,
000035.png,1788182958.070,-0.00434,-0.14960,0.28530,1,3,0.375,ok,-0.13992;0.14860;0.58857,-0.14050,0.00000,0,
000036.png,1788182958.120,-0.00397,-0.14960,0.28481,1,2,0.375,ok,-0.14004;0.14798,-0.14340,0.00000,0,
000037.png,1788182958.220,-0.00365,-0.14960,0.28261,1,3,0.375,ok,-0.13925;0.14655;0.60188,-0.14385,0.00000,0,
000038.png,1788182958.270,-0.00613,-0.14960,0.27614,1,3,0.375,ok,-0.13350;0.14576;0.60408,-0.11531,0.00000,0,
000039.png,1788182958.320,-0.00289,-0.11803,0.28605,1,3,0.354,ok,-0.14114;0.14691;0.60408,-0.15304,0.00000,0,
000040.png,1788182958.370,-0.00893,-0.16310,0.28417,1,3,0.375,ok,-0.13506;0.15293;0.61070,-0.11657,0.00000,0,
000041.png,1788182958.420,-0.00039,-0.14960,0.26384,1,3,0.354,ok,-0.13302;0.13380;0.61294,-0.13779,0.00000,0,
000042.png,1788182958.520,-0.00359,-0.15815,0.28519,1,3,0.354,ok,-0.14081;0.14798;0.60849,-0.14691,0.00000,0,
000043.png,1788182958.570,-0.01517,-0.14960,0.31816,1,3,0.333,ok,-0.14571;0.17605;0.59522,-0.07529,0.00000,0,
000044.png,1788182958.570,-0.01517,-0.14960,0.31816,1,3,0.333,ok,-0.14571;0.17605;0.59522,-0.07529,0.00000,0,
000045.png,1788182958.670,0.00084,-0.15064,0.29806,1,3,0.354,ok,-0.15158;0.14990;0.60408,-0.22698,0.00000,0,
000046.png,1788182958.720,-0.02200,-0.14960,0.30545,1,3,0.354,ok,-0.13245;0.17645;0.59522,-0.01258,0.00000,0,
000047.png,1788182958.771,-0.02024,-0.18086,0.30329,1,3,0.375,ok,-0.13392;0.17440;0.60188,-0.01848,0.00000,0,
000048.png,1788182958.820,-0.00730,-0.14960,0.27889,1,3,0.375,ok,-0.13372;0.14832;0.60853,-0.10907,0.00000,0,
000049.png,1788182958.920,-0.01456,-0.15815,0.29871,1,3,0.333,ok,-0.13668;0.16580;0.60629,-0.08050,0.00000,0,
000050.png,1788182958.971,-0.00326,-0.14960,0.28243,1,3,0.375,ok,-0.13955;0.14607;0.61125,-0.14717,0.00000,0,
000051.png,1788182959.020,-0.00696,-0.14960,0.31412,1,3,0.333,ok,-0.15187;0.16580;0.60408,-0.17498,0.00000,0,
000052.png,1788182959.070,-0.00431,-0.14960,0.28258,1,3,0.396,ok,-0.13858;0.14720;0.60188,-0.13938,0.00000,0,
000053.png,1788182959.120,-0.00549,-0.14960,0.28530,1,3,0.375,ok,-0.13877;0.14975;0.60188,-0.12034,0.00000,0,
000054.png,1788182959.220,-0.00320,-0.14396,0.27521,1,3,0.375,ok,-0.13584;0.14224;0.59967,-0.13120,0.00000,0,
000055.png,1788182959.270,0.00479,-0.14396,0.28471,1,2,0.333,ok,-0.14863;0.13906,-0.19472,0.00000,0,
000056.png,1788182959.320,-0.01077,-0.14396,0.28071,1,3,0.417,ok,-0.13105;0.15260;0.59743,-0.08663,0.00000,0,
000057.png,1788182959.370,-0.02042,-0.14185,0.30792,1,3,0.333,ok,-0.13510;0.17594;0.59743,-0.01841,0.00000,0,
000058.png,1788182959.420,-0.01646,-0.12164,0.30972,1,3,0.354,ok,-0.13955;0.17248;0.59963,-0.08985,0.00000,0,
000059.png,1788182959.470,-0.02933,-0.14396,0.33208,1,3,0.271,ok,-0.13845;0.19710;0.60184,0.06641,0.00000,0,
000060.png,1788182959.570,-0.01069,-0.14396,0.30738,1,2,0.312,ok,-0.14460;0.16599,-0.09088,0.00000,0,
000061.png,1788182959.620,-0.01527,-0.14396,0.29763,1,3,0.312,ok,-0.13510;0.16564;0.60184,-0.07451,0.00000,0,
000062.png,1788182959.670,0.00425,-0.15924,0.30689,1,3,0.354,ok,-0.15966;0.15116;0.60188,-0.30245,0.00000,0,
000063.png,1788182959.720,-0.00433,-0.11869,0.28315,1,3,0.396,ok,-0.13825;0.14691;0.60188,-0.13922,0.00000,0,
000064.png,1788182959.770,0.01067,-0.14102,0.29491,1,3,0.312,ok,-0.15961;0.13827;0.59967,-0.31538,0.00000,0,
000065.png,1788182959.820,0.00254,-0.14396,0.27489,1,2,0.354,ok,-0.14142;0.13634,-0.17303,0.00000,0,
000066.png,1788182959.872,-0.00402,-0.14102,0.27690,1,3,0.396,ok,-0.13582;0.14385;0.60408,-0.12765,0.00000,1,0.000
000067.png,1788182959.970,-0.00637,-0.14396,0.27818,1,2,0.375,ok,-0.13417;0.14691,-0.11156,0.00000,1,0.000
000068.png,1788182960.020,0.00088,-0.14396,0.29787,1,2,0.375,ok,-0.15137;0.14961,-0.21969,0.00000,1,0.000
000069.png,1788182960.120,-0.00587,-0.14689,0.27905,1,3,0.396,ok,-0.13517;0.14691;0.59746,-0.11389,0.00000,1,0.000
000070.png,1788182960.170,0.00320,-0.14396,0.29456,1,3,0.354,ok,-0.15202;0.14562;0.59305,-0.23178,0.00000,1,0.000
000071.png,1788182960.220,-0.00395,-0.14396,0.26832,1,3,0.417,ok,-0.13161;0.13951;0.60853,-0.12513,0.00000,1,0.000
000072.png,1788182960.320,-0.00365,-0.14396,0.27301,1,3,0.375,ok,-0.13428;0.14159;0.60191,-0.13042,0.00000,1,0.000
000073.png,1788182960.370,-0.00681,-0.14396,0.28104,1,3,0.396,ok,-0.13518;0.14880;0.59974,-0.11423,0.00000,1,0.000
000074.png,1788182960.420,0.01321,-0.15253,0.29447,1,3,0.354,ok,-0.16217;0.13576;0.59309,-0.34286,0.00000,1,0.000
000075.png,1788182960.420,0.01321,-0.15253,0.29447,1,3,0.354,ok,-0.16217;0.13576;0.59309,-0.34286,0.00000,1,0.000
000076.png,1788182960.520,-0.02233,-0.15606,0.30165,1,2,0.354,ok,-0.13036;0.17501,-0.00959,0.00000,1,0.000
000077.png,1788182960.570,0.00342,-0.15523,0.26378,1,2,0.354,ok,-0.13692;0.13008,-0.16995,0.00000,1,0.000
000078.png,1788182960.620,-0.01967,-0.14602,0.30399,1,2,0.312,ok,-0.13396;0.17330,-0.04192,0.00000,1,0.000
000079.png,1788182960.720,-0.02673,-0.11614,0.30910,1,2,0.417,ok,-0.12887;0.18233,-0.00513,0.00000,1,0.000
000080.png,1788182960.770,-0.02750,-0.09898,0.31116,1,2,0.333,ok,-0.12884;0.18385,-0.00052,0.00000,1,0.000
000081.png,1788182960.820,-0.02697,-0.08178,0.30905,1,2,0.354,ok,-0.12807;0.18201,-0.00261,0.00000,1,0.000
000082.png,1788182960.870,-0.01467,-0.08410,0.27635,1,2,0.396,ok,-0.12400;0.15333,-0.07521,0.00000,1,0.000
000083.png,1788182960.920,-0.02346,-0.05710,0.29782,1,2,0.375,ok,-0.12569;0.17262,-0.01379,0.00000,1,0.000
000084.png,1788182960.970,-0.02208,-0.07985,0.29291,1,2,0.417,ok,-0.12484;0.16900,-0.01369,0.00000,1,0.000
000085.png,1788182961.070,-0.02241,-0.06091,0.29649,1,2,0.333,ok,-0.12611;0.17093,-0.00536,0.00000,1,0.000
000086.png,1788182961.120,-0.02108,-0.05901,0.29192,1,2,0.375,ok,-0.12514;0.16730,-0.01663,0.00000,1,0.000
000087.png,1788182961.170,-0.02312,-0.07196,0.29184,1,2,0.354,ok,-0.12317;0.16942,0.00045,0.00000,1,0.000
000088.png,1788182961.220,-0.02567,-0.08689,0.30107,1,2,0.375,ok,-0.12544;0.17677,0.01032,0.00000,1,0.000
000089.png,1788182961.320,-0.02549,-0.08226,0.29366,1,2,0.417,ok,-0.12184;0.17282,0.01751,0.00000,1,0.000
000090.png,1788182961.370,-0.02209,-0.08673,0.29073,1,2,0.417,ok,-0.12383;0.16800,-0.01899,0.00000,1,0.000
000091.png,1788182961.420,-0.02579,-0.06822,0.28607,1,2,0.417,ok,-0.11757;0.16916,0.03672,0.00000,1,0.000
000092.png,1788182961.470,-0.02251,-0.06812,0.27615,1,3,0.375,ok,-0.11589;0.16090;0.50568,0.00542,0.00000,1,0.000
000093.png,1788182961.520,-0.02144,-0.07874,0.27767,1,3,0.375,ok,-0.11783;0.16071;0.40841,-0.00763,0.00000,1,0.000
000094.png,1788182961.571,-0.02108,-0.06776,0.27039,1,3,0.396,ok,-0.11443;0.15658;0.45546,0.00229,0.00000,1,0.000
000095.png,1788182961.620,-0.01917,-0.04343,0.27446,1,3,0.417,ok,-0.11819;0.15653;0.77563,-0.03218,0.00000,1,0.000
000096.png,1788182961.720,-0.02308,-0.03498,0.27412,1,2,0.354,ok,-0.11406;0.16023,0.00726,0.00000,1,0.000
000097.png,1788182961.770,-0.01916,-0.05270,0.26377,1,3,0.396,ok,-0.11291;0.15123;0.43479,-0.01094,0.00000,1,0.000
000098.png,1788182961.820,-0.02067,-0.03676,0.26834,1,3,0.333,ok,-0.11359;0.15493;0.37263,0.00566,0.00000,1,0.000
000099.png,1788182961.870,-0.02267,-0.04507,0.26649,1,3,0.354,ok,-0.11071;0.15606;0.36402,0.03184,0.00000,1,0.000
000100.png,1788182961.920,-0.01768,-0.05376,0.26142,1,3,0.312,ok,-0.11322;0.14859;0.83632,-0.00190,0.00000,1,0.000
000101.png,1788182962.020,-0.01802,-0.03616,0.26146,1,3,0.396,ok,-0.11280;0.14883;0.36115,0.01434,0.00000,1,0.000
000102.png,1788182962.070,-0.01690,-0.03616,0.26117,1,2,0.375,ok,-0.11377;0.14757,-0.00390,0.00000,1,0.000
000103.png,1788182962.120,-0.06319,-0.27596,0.18227,1,3,0.229,ok,-0.11325;-0.03153;0.15790,0.00000,0.00000,1,0.000
000104.png,1788182962.170,-0.02432,-0.02258,0.27901,1,3,0.333,ok,-0.36774;-0.11522;0.16386,0.06615,0.00000,1,0.000
000105.png,1788182962.220,-0.01788,-0.01987,0.27142,1,2,0.333,ok,-0.11786;0.15362,0.00596,0.00000,1,0.000
000106.png,1788182962.319,-0.01948,-0.01690,0.26562,1,2,0.312,ok,-0.11335;0.15231,0.05245,0.00000,1,0.000
000107.png,1788182962.319,-0.01948,-0.01690,0.26562,1,2,0.312,ok,-0.11335;0.15231,0.05245,0.00000,1,0.000
000108.png,1788182962.420,-0.02295,-0.00187,0.27961,1,2,0.438,ok,-0.11686;0.16275,0.04645,0.00000,1,0.000
000109.png,1788182962.470,-0.02706,-0.02798,0.28014,1,2,0.333,ok,-0.11307;0.16719,0.09431,0.00000,1,0.000
000110.png,1788182962.520,-0.02042,-0.02448,0.27653,1,2,0.417,ok,-0.11789;0.15872,0.04153,0.00000,1,0.000
000111.png,1788182962.570,-0.01805,-0.02448,0.27474,1,2,0.458,ok,-0.11936;0.15546,0.03374,0.00000,1,0.000
000112.png,1788182962.620,-0.01922,-0.00069,0.27466,1,2,0.458,ok,-0.11811;0.15655,0.03283,0.00000,1,0.000
000113.png,1788182962.720,-0.01912,-0.01707,0.26492,1,2,0.458,ok,-0.11336;0.15160,0.07376,0.00000,1,0.000
000114.png,1788182962.770,-0.01410,-0.04425,0.26543,1,3,0.458,ok,-0.11874;0.14695;0.35371,0.05068,0.00000,1,0.000
000115.png,1788182962.820,-0.01418,-0.02185,0.26929,0,2,0.292,single_line,-0.12046;0.26829,0.03867,0.00000,1,0.000
000116.png,1788182962.870,-0.02114,0.02329,0.26929,0,2,0.250,single_line,-0.11350;0.27762,0.17387,0.00000,1,0.000
000117.png,1788182962.920,-0.01627,-0.02108,0.26978,1,3,0.458,ok,-0.11865;0.15119;0.36222,0.05024,0.00000,1,0.000
000118.png,1788182963.020,-0.01342,-0.02992,0.27758,1,2,0.417,ok,-0.12543;0.15227,0.01228,0.00000,1,0.000
000119.png,1788182963.070,-0.01659,-0.02487,0.27151,1,2,0.438,ok,-0.11920;0.15239,0.06835,0.00000,1,0.000
000120.png,1788182963.120,-0.01955,-0.01762,0.26322,1,2,0.417,ok,-0.11208;0.15118,0.13211,0.00000,1,0.000
000121.png,1788182963.171,-0.01643,0.04017,0.26654,1,3,0.396,ok,-0.11695;0.14981;0.32965,0.09473,0.00000,1,0.000
000122.png,1788182963.220,-0.01463,0.00978,0.26375,1,3,0.375,ok,-0.11725;0.14651;0.93170,0.09534,0.00000,1,0.000
000123.png,1788182963.320,-0.01039,-0.03190,0.26790,0,2,0.250,single_line,-0.12356;0.36186,0.06763,0.00000,1,0.000
000124.png,1788182963.371,-0.01164,-0.02404,0.27437,1,2,0.417,ok,-0.12558;0.14887,0.02785,0.00000,1,0.000
000125.png,1788182963.420,-0.00930,-0.03965,0.27211,1,3,0.396,ok,-0.12686;0.14547;0.90253,0.00316,0.00000,1,0.000
000126.png,1788182963.470,-0.00755,-0.04512,0.26950,1,2,0.417,ok,-0.12734;0.14243,-0.00034,0.00000,1,0.000
000127.png,1788182963.519,0.02026,-0.04367,0.20777,1,2,0.458,ok,-0.12424;0.08373,-0.18196,0.00000,1,0.000
000128.png,1788182963.571,-0.00470,-0.06704,0.26850,1,2,0.479,ok,-0.12985;0.13925,-0.03791,0.00000,1,0.000
000129.png,1788182963.620,0.00087,-0.07768,0.25956,0,2,0.250,single_line,-0.13065;0.29970,-0.04597,0.00000,1,0.000
000130.png,1788182963.670,0.00506,-0.09697,0.25956,0,2,0.271,single_line,-0.13484;0.29278,-0.09590,0.00000,1,0.000
000131.png,1788182963.770,-0.00875,-0.04253,0.27480,1,2,0.479,ok,-0.12877;0.14627,-0.00387,0.00000,1,0.000
000132.png,1788182963.820,-0.00743,-0.01344,0.27380,1,2,0.458,ok,-0.12948;0.14434,-0.02620,0.00000,1,0.000
000133.png,1788182963.870,-0.00963,-0.01080,0.27069,1,3,0.438,ok,-0.12573;0.14498;0.30769,0.00718,0.00000,1,0.000
000134.png,1788182963.920,-0.01116,-0.01843,0.26938,1,2,0.458,ok,-0.12355;0.14588,0.03461,0.00000,1,0.000
000135.png,1788182963.970,-0.01066,-0.00983,0.27344,1,2,0.500,ok,-0.12607;0.14738,0.01473,0.00000,1,0.000
000136.png,1788182964.020,-0.01110,-0.06074,0.27189,1,2,0.479,ok,-0.12510;0.14730,0.01433,0.00000,1,0.000
000137.png,1788182964.120,-0.01074,-0.05499,0.26993,1,2,0.479,ok,-0.12443;0.14590,0.01189,0.00000,1,0.000
000138.png,1788182964.170,0.00762,-0.06092,0.23766,1,2,0.458,ok,-0.12667;0.11143,-0.12576,0.00000,1,0.000
000139.png,1788182964.220,-0.01178,-0.05569,0.27048,1,2,0.396,ok,-0.12367;0.14723,0.02636,0.00000,1,0.000
000140.png,1788182964.270,-0.00795,-0.06145,0.25767,1,3,0.354,ok,-0.12113;0.13703;0.64572,0.02642,0.00000,1,0.000
000141.png,1788182964.370,-0.00665,-0.05641,0.26375,1,2,0.375,ok,-0.12543;0.13873,-0.01762,0.00000,1,0.000
000142.png,1788182964.370,-0.00665,-0.05641,0.26375,1,2,0.375,ok,-0.12543;0.13873,-0.01762,0.00000,1,0.000
000143.png,1788182964.470,-0.01324,-0.04486,0.27469,1,2,0.396,ok,-0.12425;0.15072,0.01359,0.00000,1,0.000
000144.png,1788182964.520,-0.02315,-0.05732,0.28401,1,2,0.396,ok,-0.11909;0.16539,0.11549,0.00000,1,0.000
000145.png,1788182964.570,-0.02407,-0.05786,0.28312,1,3,0.375,ok,-0.11773;0.16586;0.45284,0.12545,0.00000,1,0.000
000146.png,1788182964.620,-0.02229,-0.06321,0.28788,1,2,0.396,ok,-0.12193;0.16652,0.08261,0.00000,1,0.000
000147.png,1788182964.671,-0.01519,-0.05739,0.26976,1,2,0.354,ok,-0.11992;0.15029,0.06776,0.00000,1,0.000
000148.png,1788182964.720,-0.01426,-0.06325,0.27075,1,2,0.396,ok,-0.12139;0.14990,0.03748,0.00000,1,0.000
000149.png,1788182964.820,-0.00943,-0.07625,0.25549,1,3,0.396,ok,-0.11869;0.13755;0.45445,0.01208,0.00000,1,0.000
000150.png,1788182964.870,-0.01653,-0.06127,0.26978,1,3,0.354,ok,-0.11862;0.15167;0.46015,0.07159,0.00000,1,0.000
000151.png,1788182964.870,-0.01653,-0.06127,0.26978,1,3,0.354,ok,-0.11862;0.15167;0.46015,0.07159,0.00000,1,0.000
000152.png,1788182964.970,-0.01621,-0.06670,0.26904,1,2,0.375,ok,-0.11861;0.15103,0.06394,0.00000,1,0.000
000153.png,1788182965.020,-0.00263,-0.06089,0.24338,1,2,0.417,ok,-0.11929;0.12454,-0.02163,0.00000,1,0.000
000154.png,1788182965.070,-0.00083,-0.06913,0.24945,1,2,0.417,ok,-0.12420;0.12585,-0.08312,0.00000,1,0.000
000155.png,1788182965.170,0.00023,-0.06856,0.24901,1,2,0.438,ok,-0.12503;0.12456,-0.09361,0.00000,1,0.000
000156.png,1788182965.170,0.00023,-0.06856,0.24901,1,2,0.438,ok,-0.12503;0.12456,-0.09361,0.00000,1,0.000
000157.png,1788182965.270,0.01489,-0.07041,0.21709,1,3,0.417,ok,-0.12370;0.09392;0.41157,-0.18064,0.00000,1,0.000
000158.png,1788182965.320,-0.00258,-0.05661,0.24503,1,2,0.458,ok,-0.12014;0.12529,-0.06070,0.00000,1,0.000
000159.png,1788182965.370,-0.00211,-0.07282,0.25123,1,2,0.458,ok,-0.12384;0.12806,-0.08187,0.00000,1,0.000
000160.png,1788182965.470,-0.00514,-0.07386,0.26127,1,2,0.438,ok,-0.12585;0.13613,-0.07416,0.00000,1,0.000
000161.png,1788182965.520,-0.01741,-0.08300,0.28179,1,2,0.417,ok,-0.12397;0.15879,0.01738,0.00000,1,0.000
000162.png,1788182965.570,-0.01988,-0.07594,0.27747,1,2,0.375,ok,-0.11926;0.15901,0.07639,0.00000,1,0.000
000163.png,1788182965.620,-0.01872,-0.08075,0.28296,1,2,0.375,ok,-0.12323;0.16066,0.02079,0.00000,1,0.000
000164.png,1788182965.720,-0.01240,-0.06991,0.26572,0,2,0.208,single_line,-0.12046;0.30936,0.00699,0.00000,1,0.000
000165.png,1788182965.770,-0.01100,-0.08090,0.26572,0,2,0.292,single_line,-0.12186;0.28787,-0.02388,0.00000,1,0.000
000166.png,1788182965.820,-0.02005,-0.05409,0.26691,1,2,0.438,ok,-0.11359;0.15370,0.05075,0.00000,1,0.000
000167.png,1788182965.870,-0.01313,-0.05946,0.27035,1,2,0.417,ok,-0.12228;0.14854,-0.02906,0.00000,1,0.000
000168.png,1788182965.920,-0.01891,-0.04886,0.25707,1,2,0.396,ok,-0.10978;0.14760,0.08394,0.00000,1,0.000
000169.png,1788182965.970,-0.01841,-0.07850,0.27855,1,2,0.354,ok,-0.12130;0.15811,0.02169,0.00000,1,0.000
000170.png,1788182966.070,-0.01652,-0.07614,0.26317,1,2,0.333,ok,-0.11545;0.14849,0.04636,0.00000,1,0.000
000171.png,1788182966.120,-0.02140,-0.07271,0.27606,1,2,0.333,ok,-0.11699;0.15980,0.07881,0.00000,1,0.000
000172.png,1788182966.170,-0.01920,-0.07271,0.28233,1,2,0.375,ok,-0.12234;0.16074,0.01639,0.00000,1,0.000
000173.png,1788182966.220,0.01854,-0.07994,0.19794,1,2,0.396,ok,-0.11783;0.08074,-0.21957,0.00000,1,0.000
000174.png,1788182966.320,0.01453,-0.07148,0.20841,1,2,0.375,ok,-0.11900;0.08995,-0.21913,0.00000,1,0.000
000175.png,1788182966.370,-0.01318,-0.07909,0.26431,1,2,0.375,ok,-0.11938;0.14575,-0.00235,0.00000,1,0.000
000176.png,1788182966.420,-0.01170,-0.08666,0.27015,1,2,0.333,ok,-0.12388;0.14729,-0.04540,0.00000,1,0.000
000177.png,1788182966.470,-0.01401,-0.06025,0.26466,1,2,0.333,ok,-0.11856;0.14657,0.00092,0.00000,1,0.000
000178.png,1788182966.520,-0.00995,-0.08729,0.25693,1,2,0.333,ok,-0.11900;0.13891,-0.01467,0.00000,1,0.000
000179.png,1788182966.620,-0.00983,-0.07523,0.26446,1,2,0.354,ok,-0.12277;0.14244,-0.04530,0.00000,1,0.000
000180.png,1788182966.670,-0.01021,-0.07854,0.26478,1,2,0.375,ok,-0.12260;0.14301,-0.03569,0.00000,1,0.000
000181.png,1788182966.720,-0.01405,-0.06026,0.26754,1,2,0.417,ok,-0.11996;0.14807,-0.00684,0.00000,1,0.000
000182.png,1788182966.770,-0.01426,-0.05687,0.26072,1,2,0.375,ok,-0.11631;0.14483,0.02814,0.00000,1,0.000
000183.png,1788182966.820,0.00406,-0.03358,0.22656,1,2,0.417,ok,-0.11741;0.10928,-0.11408,0.00000,1,0.000
000184.png,1788182966.920,0.00590,-0.02325,0.23364,1,2,0.458,ok,-0.12275;0.11095,-0.15156,0.00000,1,0.000
000185.png,1788182966.970,-0.00536,-0.06791,0.25002,0,2,0.229,single_line,-0.11965;0.31843,-0.02019,0.00000,1,0.000
000186.png,1788182967.020,0.00371,-0.04799,0.23628,1,2,0.438,ok,-0.12198;0.11457,-0.13940,0.00000,1,0.000
000187.png,1788182967.070,0.00600,-0.03175,0.22720,1,2,0.438,ok,-0.11966;0.10766,-0.14443,0.00000,1,0.000
000188.png,1788182967.120,0.00793,-0.11574,0.24072,1,2,0.396,ok,-0.12910;0.11324,-0.18282,0.00000,1,0.000
000189.png,1788182967.220,0.00180,-0.09291,0.23315,1,2,0.479,ok,-0.11888;0.11528,-0.11567,0.00000,1,0.000
000190.png,1788182967.270,0.01479,-0.08994,0.21589,1,2,0.458,ok,-0.12318;0.09359,-0.23020,0.00000,1,0.000
000191.png,1788182967.320,0.00178,-0.08497,0.24064,1,2,0.438,ok,-0.12254;0.11897,-0.13365,0.00000,1,0.000
000192.png,1788182967.370,0.00406,-0.07632,0.23590,1,2,0.438,ok,-0.12236;0.11423,-0.14458,0.00000,1,0.000
000193.png,1788182967.421,0.00107,-0.05898,0.23296,1,2,0.438,ok,-0.11775;0.11562,-0.11233,0.00000,1,0.000
000194.png,1788182967.470,-0.00715,-0.05230,0.24516,1,2,0.438,ok,-0.11560;0.12989,-0.05813,0.00000,1,0.000
000195.png,1788182967.570,-0.00214,-0.03765,0.23289,1,2,0.375,ok,-0.11438;0.11867,-0.07901,0.00000,1,0.000
000196.png,1788182967.620,0.02337,-0.04681,0.19368,1,2,0.438,ok,-0.12032;0.07357,-0.26588,0.00000,1,0.000
000197.png,1788182967.670,-0.00160,-0.04490,0.23982,1,2,0.396,ok,-0.11843;0.12163,-0.10419,0.00000,1,0.000
000198.png,1788182967.721,0.00698,-0.04375,0.22862,1,2,0.375,ok,-0.12140;0.10744,-0.14892,0.00000,1,0.000
000199.png,1788182967.770,0.00091,-0.03170,0.23831,1,2,0.417,ok,-0.12013;0.11830,-0.12123,0.00000,1,0.000
000200.png,1788182967.870,0.00306,-0.04547,0.23471,1,2,0.396,ok,-0.12053;0.11442,-0.12516,0.00000,1,0.000
