t_s,topic,field,value
1788188678.821434,/odometry/filtered,quat_w,0.330678
1788188678.821434,/odometry/filtered,vel_x,0.179974
1788188678.821434,/odometry/filtered,yaw_rate,-0.009381
1788188678.888214,/odometry/filtered,pos_x,0.402622
1788188678.888214,/odometry/filtered,pos_y,2.105900
1788188678.888214,/odometry/filtered,quat_z,0.944596
1788188678.888214,/odometry/filtered,quat_w,0.328236
1788188678.888214,/odometry/filtered,vel_x,0.166215
1788188678.888214,/odometry/filtered,yaw_rate,-0.006309
1788188678.954848,/odometry/filtered,pos_x,0.392933
1788188678.954848,/odometry/filtered,pos_y,2.113202
1788188678.954848,/odometry/filtered,quat_z,0.944839
1788188678.954848,/odometry/filtered,quat_w,0.327535
1788188678.954848,/odometry/filtered,vel_x,0.167262
1788188678.954848,/odometry/filtered,yaw_rate,-0.005262
1788188678.987931,/cmd_vel,linear_x,0.187958
1788188678.987931,/cmd_vel,angular_z,0.026126
1788188679.021464,/odometry/filtered,pos_x,0.382130
1788188679.021464,/odometry/filtered,pos_y,2.122259
1788188679.021464,/odometry/filtered,quat_z,0.945475
1788188679.021464,/odometry/filtered,quat_w,0.325695
1788188679.021464,/odometry/filtered,vel_x,0.170418
1788188679.021464,/odometry/filtered,yaw_rate,-0.002933
1788188679.084542,/cmd_vel,linear_x,0.176688
1788188679.084542,/cmd_vel,angular_z,0.186584
1788188679.088192,/odometry/filtered,pos_x,0.370061
1788188679.088192,/odometry/filtered,pos_y,2.129774
1788188679.088192,/odometry/filtered,quat_z,0.945030
1788188679.088192,/odometry/filtered,quat_w,0.326984
1788188679.088192,/odometry/filtered,vel_x,0.173447
1788188679.088192,/odometry/filtered,yaw_rate,-0.004320
1788188679.184387,/cmd_vel,linear_x,0.172919
1788188679.184387,/cmd_vel,angular_z,0.289282
1788188679.188518,/odometry/filtered,pos_x,0.355557
1788188679.188518,/odometry/filtered,pos_y,2.143692
1788188679.188518,/odometry/filtered,quat_z,0.945626
1788188679.188518,/odometry/filtered,quat_w,0.325256
1788188679.188518,/odometry/filtered,vel_x,0.176405
1788188679.188518,/odometry/filtered,yaw_rate,-0.002119
1788188679.221664,/odometry/filtered,pos_x,0.350908
1788188679.221664,/odometry/filtered,pos_y,2.147300
1788188679.221664,/odometry/filtered,quat_z,0.945615
1788188679.221664,/odometry/filtered,quat_w,0.325289
1788188679.221664,/odometry/filtered,vel_x,0.176482
1788188679.221664,/odometry/filtered,yaw_rate,-0.002119
1788188679.279005,/cmd_vel,linear_x,0.181482
1788188679.279005,/cmd_vel,angular_z,0.258073
1788188679.356029,/odometry/filtered,pos_x,0.345349
1788188679.356029,/odometry/filtered,pos_y,2.152928
1788188679.356029,/odometry/filtered,quat_z,0.946658
1788188679.356029,/odometry/filtered,quat_w,0.322240
1788188679.356029,/odometry/filtered,vel_x,0.178205
1788188679.356029,/odometry/filtered,yaw_rate,0.001596
1788188679.380841,/cmd_vel,linear_x,0.183457
1788188679.380841,/cmd_vel,angular_z,0.189158
1788188679.388220,/odometry/filtered,pos_x,0.327444
1788188679.388220,/odometry/filtered,pos_y,2.166801
1788188679.388220,/odometry/filtered,quat_z,0.946691
1788188679.388220,/odometry/filtered,quat_w,0.322144
1788188679.388220,/odometry/filtered,vel_x,0.178585
1788188679.388220,/odometry/filtered,yaw_rate,0.001596
1788188679.488045,/odometry/filtered,pos_x,0.318089
1788188679.488045,/odometry/filtered,pos_y,2.169335
1788188679.488045,/odometry/filtered,quat_z,0.949728
1788188679.488045,/odometry/filtered,quat_w,0.313075
1788188679.488045,/odometry/filtered,vel_x,0.187257
1788188679.488045,/odometry/filtered,yaw_rate,0.012454
1788188679.490671,/cmd_vel,linear_x,0.181115
1788188679.490671,/cmd_vel,angular_z,0.271393
1788188679.521536,/odometry/filtered,pos_x,0.312549
1788188679.521536,/odometry/filtered,pos_y,2.173979
1788188679.521536,/odometry/filtered,quat_z,0.950289
1788188679.521536,/odometry/filtered,quat_w,0.311371
1788188679.521536,/odometry/filtered,vel_x,0.188592
1788188679.521536,/odometry/filtered,yaw_rate,0.014295
1788188679.554862,/odometry/filtered,pos_x,0.307699
1788188679.554862,/odometry/filtered,pos_y,2.176483
1788188679.554862,/odometry/filtered,quat_z,0.950655
1788188679.554862,/odometry/filtered,quat_w,0.310250
1788188679.554862,/odometry/filtered,vel_x,0.187721
1788188679.554862,/odometry/filtered,yaw_rate,0.015385
1788188679.588094,/odometry/filtered,pos_x,0.303220
1788188679.588094,/odometry/filtered,pos_y,2.179206
1788188679.588094,/odometry/filtered,quat_z,0.951465
1788188679.588094,/odometry/filtered,quat_w,0.307756
1788188679.588094,/odometry/filtered,vel_x,0.186670
1788188679.588094,/odometry/filtered,yaw_rate,0.018127
1788188679.621455,/odometry/filtered,pos_x,0.283806
1788188679.621455,/odometry/filtered,pos_y,2.192539
1788188679.621455,/odometry/filtered,quat_z,0.951816
1788188679.621455,/odometry/filtered,quat_w,0.306670
1788188679.621455,/odometry/filtered,vel_x,0.187394
1788188679.621455,/odometry/filtered,yaw_rate,0.018127
1788188679.654909,/odometry/filtered,pos_x,0.278639
1788188679.654909,/odometry/filtered,pos_y,2.196064
1788188679.654909,/odometry/filtered,quat_z,0.951908
1788188679.654909,/odometry/filtered,quat_w,0.306383
1788188679.654909,/odometry/filtered,vel_x,0.187585
1788188679.654909,/odometry/filtered,yaw_rate,0.018127
1788188679.682826,/cmd_vel,linear_x,0.178934
1788188679.682826,/cmd_vel,angular_z,0.173721
1788188679.755861,/odometry/filtered,pos_x,0.282137
1788188679.755861,/odometry/filtered,pos_y,2.200424
1788188679.755861,/odometry/filtered,quat_z,0.953068
1788188679.755861,/odometry/filtered,quat_w,0.302755
1788188679.755861,/odometry/filtered,vel_x,0.168558
1788188679.755861,/odometry/filtered,yaw_rate,0.021143
1788188679.789469,/cmd_vel,linear_x,0.176973
1788188679.789469,/cmd_vel,angular_z,0.102141
1788188679.855748,/odometry/filtered,pos_x,0.265407
1788188679.855748,/odometry/filtered,pos_y,2.207246
1788188679.855748,/odometry/filtered,quat_z,0.955033
1788188679.855748,/odometry/filtered,quat_w,0.296500
1788188679.855748,/odometry/filtered,vel_x,0.169221
1788188679.855748,/odometry/filtered,yaw_rate,0.026963
1788188679.876122,/cmd_vel,linear_x,0.176432
1788188679.876122,/cmd_vel,angular_z,0.087886
1788188679.921406,/odometry/filtered,pos_x,0.256005
1788188679.921406,/odometry/filtered,pos_y,2.213480
1788188679.921406,/odometry/filtered,quat_z,0.955299
1788188679.921406,/odometry/filtered,quat_w,0.295642
1788188679.921406,/odometry/filtered,vel_x,0.169157
1788188679.921406,/odometry/filtered,yaw_rate,0.026963
1788188679.983329,/cmd_vel,linear_x,0.170651
1788188679.983329,/cmd_vel,angular_z,-0.009555
1788188679.988022,/odometry/filtered,pos_x,0.240101
1788188679.988022,/odometry/filtered,pos_y,2.220015
1788188679.988022,/odometry/filtered,quat_z,0.957764
1788188679.988022,/odometry/filtered,quat_w,0.287556
1788188679.988022,/odometry/filtered,vel_x,0.174929
1788188679.988022,/odometry/filtered,yaw_rate,0.034986
1788188680.088778,/odometry/filtered,pos_x,0.221302
1788188680.088778,/odometry/filtered,pos_y,2.231897
1788188680.088778,/odometry/filtered,quat_z,0.958712
1788188680.088778,/odometry/filtered,quat_w,0.284380
1788188680.088778,/odometry/filtered,vel_x,0.180081
1788188680.088778,/odometry/filtered,yaw_rate,0.036672
1788188680.088822,/cmd_vel,linear_x,0.170703
1788188680.088822,/cmd_vel,angular_z,0.095479
1788188680.188253,/odometry/filtered,pos_x,0.206173
1788188680.188253,/odometry/filtered,pos_y,2.241091
1788188680.188253,/odometry/filtered,quat_z,0.959527
1788188680.188253,/odometry/filtered,quat_w,0.281616
1788188680.188253,/odometry/filtered,vel_x,0.180035
1788188680.188253,/odometry/filtered,yaw_rate,0.037782
1788188680.199252,/cmd_vel,linear_x,0.171084
1788188680.199252,/cmd_vel,angular_z,0.037267
1788188680.275989,/cmd_vel,linear_x,0.169863
1788188680.275989,/cmd_vel,angular_z,0.163226
1788188680.288156,/odometry/filtered,pos_x,0.191960
1788188680.288156,/odometry/filtered,pos_y,2.249605
1788188680.288156,/odometry/filtered,quat_z,0.959997
1788188680.288156,/odometry/filtered,quat_w,0.280011
1788188680.288156,/odometry/filtered,vel_x,0.178787
1788188680.288156,/odometry/filtered,yaw_rate,0.037552
1788188680.388286,/odometry/filtered,pos_x,0.178660
1788188680.388286,/odometry/filtered,pos_y,2.256890
1788188680.388286,/odometry/filtered,quat_z,0.960356
1788188680.388286,/odometry/filtered,quat_w,0.278775
1788188680.388286,/odometry/filtered,vel_x,0.176097
1788188680.388286,/odometry/filtered,yaw_rate,0.036925
1788188680.405269,/cmd_vel,linear_x,0.169232
1788188680.405269,/cmd_vel,angular_z,0.145235
1788188680.455012,/odometry/filtered,pos_x,0.172398
1788188680.455012,/odometry/filtered,pos_y,2.260738
1788188680.455012,/odometry/filtered,quat_z,0.960363
1788188680.455012,/odometry/filtered,quat_w,0.278752
1788188680.455012,/odometry/filtered,vel_x,0.171454
1788188680.455012,/odometry/filtered,yaw_rate,0.035625
1788188680.487682,/cmd_vel,linear_x,0.171876
1788188680.487682,/cmd_vel,angular_z,-0.027542
1788188680.555253,/odometry/filtered,pos_x,0.163906
1788188680.555253,/odometry/filtered,pos_y,2.263728
1788188680.555253,/odometry/filtered,quat_z,0.961624
1788188680.555253,/odometry/filtered,quat_w,0.274369
1788188680.555253,/odometry/filtered,vel_x,0.179537
1788188680.555253,/odometry/filtered,yaw_rate,0.040725
1788188680.587502,/cmd_vel,linear_x,0.179738
1788188680.587502,/cmd_vel,angular_z,0.011700
1788188680.588918,/odometry/filtered,pos_x,0.144479
1788188680.588918,/odometry/filtered,pos_y,2.274443
1788188680.588918,/odometry/filtered,quat_z,0.962310
1788188680.588918,/odometry/filtered,quat_w,0.271954
1788188680.588918,/odometry/filtered,vel_x,0.179847
1788188680.588918,/odometry/filtered,yaw_rate,0.040725
1788188680.654739,/odometry/filtered,pos_x,0.143133
1788188680.654739,/odometry/filtered,pos_y,2.276858
1788188680.654739,/odometry/filtered,quat_z,0.962286
1788188680.654739,/odometry/filtered,quat_w,0.272040
1788188680.654739,/odometry/filtered,vel_x,0.169979
1788188680.654739,/odometry/filtered,yaw_rate,0.039201
1788188680.706449,/cmd_vel,linear_x,0.180663
1788188680.706449,/cmd_vel,angular_z,0.106907
1788188680.721508,/odometry/filtered,pos_x,0.134011
1788188680.721508,/odometry/filtered,pos_y,2.284698
1788188680.721508,/odometry/filtered,quat_z,0.963077
1788188680.721508,/odometry/filtered,quat_w,0.269227
1788188680.721508,/odometry/filtered,vel_x,0.170512
1788188680.721508,/odometry/filtered,yaw_rate,0.040975
1788188680.788382,/odometry/filtered,pos_x,0.124119
1788188680.788382,/odometry/filtered,pos_y,2.290298
1788188680.788382,/odometry/filtered,quat_z,0.963443
1788188680.788382,/odometry/filtered,quat_w,0.267912
1788188680.788382,/odometry/filtered,vel_x,0.170451
1788188680.788382,/odometry/filtered,yaw_rate,0.040975
1788188680.792857,/cmd_vel,linear_x,0.173836
1788188680.792857,/cmd_vel,angular_z,0.205914
1788188680.854951,/odometry/filtered,pos_x,0.121364
1788188680.854951,/odometry/filtered,pos_y,2.292023
1788188680.854951,/odometry/filtered,quat_z,0.962974
1788188680.854951,/odometry/filtered,quat_w,0.269595
1788188680.854951,/odometry/filtered,vel_x,0.161703
1788188680.854951,/odometry/filtered,yaw_rate,0.037617
1788188680.894869,/cmd_vel,linear_x,0.177190
1788188680.894869,/cmd_vel,angular_z,0.178559
1788188680.955349,/odometry/filtered,pos_x,0.098310
1788188680.955349,/odometry/filtered,pos_y,2.304799
1788188680.955349,/odometry/filtered,quat_z,0.963332
1788188680.955349,/odometry/filtered,quat_w,0.268312
1788188680.955349,/odometry/filtered,vel_x,0.172148
1788188680.955349,/odometry/filtered,yaw_rate,0.037022
1788188680.995174,/cmd_vel,linear_x,0.172831
1788188680.995174,/cmd_vel,angular_z,0.178491
1788188681.021768,/odometry/filtered,pos_x,0.088333
1788188681.021768,/odometry/filtered,pos_y,2.310379
1788188681.021768,/odometry/filtered,quat_z,0.963661
1788188681.021768,/odometry/filtered,quat_w,0.267128
1788188681.021768,/odometry/filtered,vel_x,0.172140
1788188681.021768,/odometry/filtered,yaw_rate,0.037022
1788188681.054779,/odometry/filtered,pos_x,0.083310
1788188681.054779,/odometry/filtered,pos_y,2.313169
1788188681.054779,/odometry/filtered,quat_z,0.963826
1788188681.054779,/odometry/filtered,quat_w,0.266533
1788188681.054779,/odometry/filtered,vel_x,0.172136
1788188681.054779,/odometry/filtered,yaw_rate,0.037022
1788188681.082430,/cmd_vel,linear_x,0.169969
1788188681.082430,/cmd_vel,angular_z,0.163298
1788188681.154939,/odometry/filtered,pos_x,0.077577
1788188681.154939,/odometry/filtered,pos_y,2.313614
1788188681.154939,/odometry/filtered,quat_z,0.964892
1788188681.154939,/odometry/filtered,quat_w,0.262645
1788188681.154939,/odometry/filtered,vel_x,0.159842
1788188681.154939,/odometry/filtered,yaw_rate,0.039281
1788188681.188238,/odometry/filtered,pos_x,0.072852
1788188681.188238,/odometry/filtered,pos_y,2.316087
1788188681.188238,/odometry/filtered,quat_z,0.965064
1788188681.188238,/odometry/filtered,quat_w,0.262013
1788188681.188238,/odometry/filtered,vel_x,0.159694
1788188681.188238,/odometry/filtered,yaw_rate,0.039281
1788188681.203547,/cmd_vel,linear_x,0.173360
1788188681.203547,/cmd_vel,angular_z,0.120914
1788188681.285490,/cmd_vel,linear_x,0.181392
1788188681.285490,/cmd_vel,angular_z,0.253194
1788188681.288125,/odometry/filtered,pos_x,0.049258
1788188681.288125,/odometry/filtered,pos_y,2.325674
1788188681.288125,/odometry/filtered,quat_z,0.967322
1788188681.288125,/odometry/filtered,quat_w,0.253551
1788188681.288125,/odometry/filtered,vel_x,0.168861
1788188681.288125,/odometry/filtered,yaw_rate,0.046438
1788188681.321662,/odometry/filtered,pos_x,0.044168
1788188681.321662,/odometry/filtered,pos_y,2.328121
1788188681.321662,/odometry/filtered,quat_z,0.967518
1788188681.321662,/odometry/filtered,quat_w,0.252801
1788188681.321662,/odometry/filtered,vel_x,0.168827
1788188681.321662,/odometry/filtered,yaw_rate,0.046438
1788188681.388371,/odometry/filtered,pos_x,0.043701
1788188681.388371,/odometry/filtered,pos_y,2.332105
1788188681.388371,/odometry/filtered,quat_z,0.968969
1788188681.388371,/odometry/filtered,quat_w,0.247182
1788188681.388371,/odometry/filtered,vel_x,0.159314
1788188681.388371,/odometry/filtered,yaw_rate,0.050999
1788188681.479515,/cmd_vel,linear_x,0.179112
1788188681.479515,/cmd_vel,angular_z,0.249647
1788188681.488182,/odometry/filtered,pos_x,0.016541
1788188681.488182,/odometry/filtered,pos_y,2.346494
1788188681.488182,/odometry/filtered,quat_z,0.969747
1788188681.488182,/odometry/filtered,quat_w,0.244113
1788188681.488182,/odometry/filtered,vel_x,0.174601
1788188681.488182,/odometry/filtered,yaw_rate,0.051665
1788188681.559457,/odometry/filtered,pos_x,0.005611
1788188681.559457,/odometry/filtered,pos_y,2.349665
1788188681.559457,/odometry/filtered,quat_z,0.970530
1788188681.559457,/odometry/filtered,quat_w,0.240981
1788188681.559457,/odometry/filtered,vel_x,0.173294
1788188681.559457,/odometry/filtered,yaw_rate,0.053159
1788188681.613598,/cmd_vel,linear_x,0.180152
1788188681.613598,/cmd_vel,angular_z,0.290612
1788188681.654766,/odometry/filtered,pos_x,0.001015
1788188681.654766,/odometry/filtered,pos_y,2.354264
1788188681.654766,/odometry/filtered,quat_z,0.971992
1788188681.654766,/odometry/filtered,quat_w,0.235013
1788188681.654766,/odometry/filtered,vel_x,0.178749
1788188681.654766,/odometry/filtered,yaw_rate,0.059913
1788188681.688388,/odometry/filtered,pos_x,-0.007132
1788188681.688388,/odometry/filtered,pos_y,2.356705
1788188681.688388,/odometry/filtered,quat_z,0.972425
1788188681.688388,/odometry/filtered,quat_w,0.233218
1788188681.688388,/odometry/filtered,vel_x,0.181625
1788188681.688388,/odometry/filtered,yaw_rate,0.060891
1788188681.699140,/cmd_vel,linear_x,0.175593
1788188681.699140,/cmd_vel,angular_z,0.159549
1788188681.721521,/odometry/filtered,pos_x,-0.013057
1788188681.721521,/odometry/filtered,pos_y,2.359297
1788188681.721521,/odometry/filtered,quat_z,0.973005
1788188681.721521,/odometry/filtered,quat_w,0.230784
1788188681.721521,/odometry/filtered,vel_x,0.182181
1788188681.721521,/odometry/filtered,yaw_rate,0.062607
1788188681.755063,/odometry/filtered,pos_x,-0.032811
1788188681.755063,/odometry/filtered,pos_y,2.368105
1788188681.755063,/odometry/filtered,quat_z,0.973854
1788188681.755063,/odometry/filtered,quat_w,0.227175
1788188681.755063,/odometry/filtered,vel_x,0.182647
1788188681.755063,/odometry/filtered,yaw_rate,0.062607
1788188681.777045,/cmd_vel,linear_x,0.181143
1788188681.777045,/cmd_vel,angular_z,0.205455
1788188681.821492,/odometry/filtered,pos_x,-0.043991
1788188681.821492,/odometry/filtered,pos_y,2.372978
1788188681.821492,/odometry/filtered,quat_z,0.974326
1788188681.821492,/odometry/filtered,quat_w,0.225142
1788188681.821492,/odometry/filtered,vel_x,0.182909
1788188681.821492,/odometry/filtered,yaw_rate,0.062607
1788188681.901032,/cmd_vel,linear_x,0.179243
1788188681.901032,/cmd_vel,angular_z,0.238613
1788188681.954990,/odometry/filtered,pos_x,-0.052350
1788188681.954990,/odometry/filtered,pos_y,2.375053
1788188681.954990,/odometry/filtered,quat_z,0.976768
1788188681.954990,/odometry/filtered,quat_w,0.214300
1788188681.954990,/odometry/filtered,vel_x,0.183846
1788188681.954990,/odometry/filtered,yaw_rate,0.073558
1788188681.988291,/odometry/filtered,pos_x,-0.072512
1788188681.988291,/odometry/filtered,pos_y,2.383032
1788188681.988291,/odometry/filtered,quat_z,0.977686
1788188681.988291,/odometry/filtered,quat_w,0.210073
1788188681.988291,/odometry/filtered,vel_x,0.184354
1788188681.988291,/odometry/filtered,yaw_rate,0.073558
1788188681.989035,/cmd_vel,linear_x,0.175102
1788188681.989035,/cmd_vel,angular_z,0.174490
1788188682.021475,/odometry/filtered,pos_x,-0.078260
1788188682.021475,/odometry/filtered,pos_y,2.385244
1788188682.021475,/odometry/filtered,quat_z,0.977943
1788188682.021475,/odometry/filtered,quat_w,0.208874
1788188682.021475,/odometry/filtered,vel_x,0.184499
1788188682.021475,/odometry/filtered,yaw_rate,0.073558
1788188682.059599,/odometry/filtered,pos_x,-0.084026
1788188682.059599,/odometry/filtered,pos_y,2.387443
1788188682.059599,/odometry/filtered,quat_z,0.978198
1788188682.059599,/odometry/filtered,quat_w,0.207673
1788188682.059599,/odometry/filtered,vel_x,0.184643
1788188682.059599,/odometry/filtered,yaw_rate,0.073558
1788188682.091974,/cmd_vel,linear_x,0.175965
1788188682.091974,/cmd_vel,angular_z,0.131140
1788188682.121525,/odometry/filtered,pos_x,-0.095574
1788188682.121525,/odometry/filtered,pos_y,2.391808
1788188682.121525,/odometry/filtered,quat_z,0.978705
1788188682.121525,/odometry/filtered,quat_w,0.205273
1788188682.121525,/odometry/filtered,vel_x,0.184931
1788188682.121525,/odometry/filtered,yaw_rate,0.073558
1788188682.182254,/cmd_vel,linear_x,0.176446
1788188682.182254,/cmd_vel,angular_z,0.113214
1788188682.255449,/odometry/filtered,pos_x,-0.098027
1788188682.255449,/odometry/filtered,pos_y,2.392906
1788188682.255449,/odometry/filtered,quat_z,0.978858
1788188682.255449,/odometry/filtered,quat_w,0.204541
1788188682.255449,/odometry/filtered,vel_x,0.179745
1788188682.255449,/odometry/filtered,yaw_rate,0.072783
1788188682.280290,/cmd_vel,linear_x,0.182361
1788188682.280290,/cmd_vel,angular_z,0.170960
1788188682.288167,/odometry/filtered,pos_x,-0.117735
1788188682.288167,/odometry/filtered,pos_y,2.400177
1788188682.288167,/odometry/filtered,quat_z,0.979717
1788188682.288167,/odometry/filtered,quat_w,0.200386
1788188682.288167,/odometry/filtered,vel_x,0.180051
1788188682.288167,/odometry/filtered,yaw_rate,0.072783
1788188682.321452,/odometry/filtered,pos_x,-0.123399
1788188682.321452,/odometry/filtered,pos_y,2.402207
1788188682.321452,/odometry/filtered,quat_z,0.979959
1788188682.321452,/odometry/filtered,quat_w,0.199197
1788188682.321452,/odometry/filtered,vel_x,0.180139
1788188682.321452,/odometry/filtered,yaw_rate,0.072783
1788188682.357162,/odometry/filtered,pos_x,-0.129470
1788188682.357162,/odometry/filtered,pos_y,2.404363
1788188682.357162,/odometry/filtered,quat_z,0.980217
1788188682.357162,/odometry/filtered,quat_w,0.197924
1788188682.357162,/odometry/filtered,vel_x,0.180233
1788188682.357162,/odometry/filtered,yaw_rate,0.072783
1788188682.398548,/cmd_vel,linear_x,0.176204
1788188682.398548,/cmd_vel,angular_z,0.122094
1788188682.421489,/odometry/filtered,pos_x,-0.114837
1788188682.421489,/odometry/filtered,pos_y,2.400705
1788188682.421489,/odometry/filtered,quat_z,0.979988
1788188682.421489,/odometry/filtered,quat_w,0.199057
1788188682.421489,/odometry/filtered,vel_x,0.152765
1788188682.421489,/odometry/filtered,yaw_rate,0.069086
1788188682.483015,/cmd_vel,linear_x,0.178603
1788188682.483015,/cmd_vel,angular_z,0.142420
1788188682.488147,/odometry/filtered,pos_x,-0.135965
1788188682.488147,/odometry/filtered,pos_y,2.409929
1788188682.488147,/odometry/filtered,quat_z,0.981033
1788188682.488147,/odometry/filtered,quat_w,0.193840
1788188682.488147,/odometry/filtered,vel_x,0.166392
1788188682.488147,/odometry/filtered,yaw_rate,0.072398
1788188682.521370,/odometry/filtered,pos_x,-0.141184
1788188682.521370,/odometry/filtered,pos_y,2.411824
1788188682.521370,/odometry/filtered,quat_z,0.981266
1788188682.521370,/odometry/filtered,quat_w,0.192656
1788188682.521370,/odometry/filtered,vel_x,0.166321
1788188682.521370,/odometry/filtered,yaw_rate,0.072398
1788188682.588192,/odometry/filtered,pos_x,-0.151619
1788188682.588192,/odometry/filtered,pos_y,2.415581
1788188682.588192,/odometry/filtered,quat_z,0.981728
1788188682.588192,/odometry/filtered,quat_w,0.190287
1788188682.588192,/odometry/filtered,vel_x,0.166181
1788188682.588192,/odometry/filtered,yaw_rate,0.072398
1788188682.590472,/cmd_vel,linear_x,0.173805
1788188682.590472,/cmd_vel,angular_z,-0.038774
1788188682.621477,/odometry/filtered,pos_x,-0.156847
1788188682.621477,/odometry/filtered,pos_y,2.417432
1788188682.621477,/odometry/filtered,quat_z,0.981957
1788188682.621477,/odometry/filtered,quat_w,0.189102
1788188682.621477,/odometry/filtered,vel_x,0.166111
1788188682.621477,/odometry/filtered,yaw_rate,0.072398
1788188682.686366,/cmd_vel,linear_x,0.178950
1788188682.686366,/cmd_vel,angular_z,-0.029763
1788188682.688050,/odometry/filtered,pos_x,-0.167298
1788188682.688050,/odometry/filtered,pos_y,2.421103
1788188682.688050,/odometry/filtered,quat_z,0.982411
1788188682.688050,/odometry/filtered,quat_w,0.186732
1788188682.688050,/odometry/filtered,vel_x,0.165970
1788188682.688050,/odometry/filtered,yaw_rate,0.072398
1788188682.819383,/cmd_vel,linear_x,0.186073
1788188682.819383,/cmd_vel,angular_z,0.005713
1788188682.821318,/odometry/filtered,pos_x,-0.178617
1788188682.821318,/odometry/filtered,pos_y,2.424170
1788188682.821318,/odometry/filtered,quat_z,0.983145
1788188682.821318,/odometry/filtered,quat_w,0.182827
1788188682.821318,/odometry/filtered,vel_x,0.155490
1788188682.821318,/odometry/filtered,yaw_rate,0.071540
1788188682.885576,/cmd_vel,linear_x,0.179023
1788188682.885576,/cmd_vel,angular_z,0.071632
1788188682.888025,/odometry/filtered,pos_x,-0.188455
1788188682.888025,/odometry/filtered,pos_y,2.427420
1788188682.888025,/odometry/filtered,quat_z,0.983578
1788188682.888025,/odometry/filtered,quat_w,0.180484
1788188682.888025,/odometry/filtered,vel_x,0.155117
1788188682.888025,/odometry/filtered,yaw_rate,0.071540
1788188682.954754,/odometry/filtered,pos_x,-0.194091
1788188682.954754,/odometry/filtered,pos_y,2.431457
1788188682.954754,/odometry/filtered,quat_z,0.983562
1788188682.954754,/odometry/filtered,quat_w,0.180572
1788188682.954754,/odometry/filtered,vel_x,0.151024
1788188682.954754,/odometry/filtered,yaw_rate,0.068959
1788188682.979263,/cmd_vel,linear_x,0.175337
1788188682.979263,/cmd_vel,angular_z,0.077435
1788188683.054811,/odometry/filtered,pos_x,-0.228736
1788188683.054811,/odometry/filtered,pos_y,2.446287
1788188683.054811,/odometry/filtered,quat_z,0.983751
1788188683.054811,/odometry/filtered,quat_w,0.179539
1788188683.054811,/odometry/filtered,vel_x,0.173883
1788188683.054811,/odometry/filtered,yaw_rate,0.066408
1788188683.077680,/cmd_vel,linear_x,0.176209
1788188683.077680,/cmd_vel,angular_z,0.133129
1788188683.155656,/odometry/filtered,pos_x,-0.256290
1788188683.155656,/odometry/filtered,pos_y,2.456403
1788188683.155656,/odometry/filtered,quat_z,0.984334
1788188683.155656,/odometry/filtered,quat_w,0.176315
1788188683.155656,/odometry/filtered,vel_x,0.186418
1788188683.155656,/odometry/filtered,yaw_rate,0.066350
1788188683.178871,/cmd_vel,linear_x,0.181817
1788188683.178871,/cmd_vel,angular_z,0.105113
1788188683.221617,/odometry/filtered,pos_x,-0.264119
1788188683.221617,/odometry/filtered,pos_y,2.457022
1788188683.221617,/odometry/filtered,quat_z,0.983783
1788188683.221617,/odometry/filtered,quat_w,0.179365
1788188683.221617,/odometry/filtered,vel_x,0.181661
1788188683.221617,/odometry/filtered,yaw_rate,0.060655
1788188683.288036,/cmd_vel,linear_x,0.177353
1788188683.288036,/cmd_vel,angular_z,0.153519
1788188683.354893,/odometry/filtered,pos_x,-0.278782
1788188683.354893,/odometry/filtered,pos_y,2.461661
1788188683.354893,/odometry/filtered,quat_z,0.984306
1788188683.354893,/odometry/filtered,quat_w,0.176472
1788188683.354893,/odometry/filtered,vel_x,0.188289
1788188683.354893,/odometry/filtered,yaw_rate,0.062170
1788188683.375964,/cmd_vel,linear_x,0.171324
1788188683.375964,/cmd_vel,angular_z,0.180543
1788188683.388158,/odometry/filtered,pos_x,-0.298942
1788188683.388158,/odometry/filtered,pos_y,2.468455
1788188683.388158,/odometry/filtered,quat_z,0.984918
1788188683.388158,/odometry/filtered,quat_w,0.173022
1788188683.388158,/odometry/filtered,vel_x,0.189011
1788188683.388158,/odometry/filtered,yaw_rate,0.062170
1788188683.488275,/odometry/filtered,pos_x,-0.297861
1788188683.488275,/odometry/filtered,pos_y,2.470458
1788188683.488275,/odometry/filtered,quat_z,0.985307
1788188683.488275,/odometry/filtered,quat_w,0.170793
1788188683.488275,/odometry/filtered,vel_x,0.184768
1788188683.488275,/odometry/filtered,yaw_rate,0.064109
1788188683.489396,/cmd_vel,linear_x,0.181157
1788188683.489396,/cmd_vel,angular_z,0.230570
1788188683.521558,/odometry/filtered,pos_x,-0.305393
1788188683.521558,/odometry/filtered,pos_y,2.474330
1788188683.521558,/odometry/filtered,quat_z,0.985649
1788188683.521558,/odometry/filtered,quat_w,0.168810
1788188683.521558,/odometry/filtered,vel_x,0.187516
1788188683.521558,/odometry/filtered,yaw_rate,0.065199
1788188683.555034,/odometry/filtered,pos_x,-0.311236
1788188683.555034,/odometry/filtered,pos_y,2.475909
1788188683.555034,/odometry/filtered,quat_z,0.985817
1788188683.555034,/odometry/filtered,quat_w,0.167827
1788188683.555034,/odometry/filtered,vel_x,0.187464
1788188683.555034,/odometry/filtered,yaw_rate,0.065098
1788188683.590759,/odometry/filtered,pos_x,-0.331182
1788188683.590759,/odometry/filtered,pos_y,2.482685
1788188683.590759,/odometry/filtered,quat_z,0.986423
