scenario,mode,controller,seed,rep,verdict,error
SC-EDGE-01,monitoring,rl,2024,24,True,
SC-EDGE-01,monitoring,rl,2024,25,True,
SC-EDGE-01,monitoring,rl,2024,26,True,
SC-EDGE-01,monitoring,rl,2024,27,True,
SC-EDGE-01,monitoring,rl,2024,28,True,
SC-EDGE-01,monitoring,rl,2024,29,True,
SC-EDGE-02,enforcement,rl,2024,0,True,
SC-EDGE-02,enforcement,rl,2024,1,True,
SC-EDGE-02,enforcement,rl,2024,2,True,
SC-EDGE-02,enforcement,rl,2024,3,True,
SC-EDGE-02,enforcement,rl,2024,4,True,
SC-EDGE-02,enforcement,rl,2024,5,True,
SC-EDGE-02,enforcement,rl,2024,6,True,
SC-EDGE-02,enforcement,rl,2024,7,True,
SC-EDGE-02,enforcement,rl,2024,8,True,
SC-EDGE-02,enforcement,rl,2024,9,True,
SC-EDGE-02,enforcement,rl,2024,10,True,
SC-EDGE-02,enforcement,rl,2024,11,True,
SC-EDGE-02,enforcement,rl,2024,12,True,
SC-EDGE-02,enforcement,rl,2024,13,True,
SC-EDGE-02,enforcement,rl,2024,14,True,
SC-EDGE-02,enforcement,rl,2024,15,True,
SC-EDGE-02,enforcement,rl,2024,16,True,
SC-EDGE-02,enforcement,rl,2024,17,True,
SC-EDGE-02,enforcement,rl,2024,18,True,
SC-EDGE-02,enforcement,rl,2024,19,True,
SC-EDGE-02,enforcement,rl,2024,20,True,
SC-EDGE-02,enforcement,rl,2024,21,False,
SC-EDGE-02,enforcement,rl,2024,22,True,
SC-EDGE-02,enforcement,rl,2024,23,True,
SC-EDGE-02,enforcement,rl,2024,24,True,
SC-EDGE-02,enforcement,rl,2024,25,False,
SC-EDGE-02,enforcement,rl,2024,26,True,
SC-EDGE-02,enforcement,rl,2024,27,True,
SC-EDGE-02,enforcement,rl,2024,28,True,
SC-EDGE-02,enforcement,rl,2024,29,True,
SC-EDGE-02,monitoring,rl,2024,0,True,
SC-EDGE-02,monitoring,rl,2024,1,False,
SC-EDGE-02,monitoring,rl,2024,2,True,
SC-EDGE-02,monitoring,rl,2024,3,False,
SC-EDGE-02,monitoring,rl,2024,4,False,
SC-EDGE-02,monitoring,rl,2024,5,False,
SC-EDGE-02,monitoring,rl,2024,6,False,
SC-EDGE-02,monitoring,rl,2024,7,True,
SC-EDGE-02,monitoring,rl,2024,8,False,
SC-EDGE-02,monitoring,rl,2024,9,False,
SC-EDGE-02,monitoring,rl,2024,10,False,
SC-EDGE-02,monitoring,rl,2024,11,False,
SC-EDGE-02,monitoring,rl,2024,12,False,
SC-EDGE-02,monitoring,rl,2024,13,False,
SC-EDGE-02,monitoring,rl,2024,14,False,
SC-EDGE-02,monitoring,rl,2024,15,False,
SC-EDGE-02,monitoring,rl,2024,16,False,
SC-EDGE-02,monitoring,rl,2024,17,False,
SC-EDGE-02,monitoring,rl,2024,18,True,
SC-EDGE-02,monitoring,rl,2024,19,False,
SC-EDGE-02,monitoring,rl,2024,20,False,
SC-EDGE-02,monitoring,rl,2024,21,False,
SC-EDGE-02,monitoring,rl,2024,22,True,
SC-EDGE-02,monitoring,rl,2024,23,False,
SC-EDGE-02,monitoring,rl,2024,24,False,
SC-EDGE-02,monitoring,rl,2024,25,False,
SC-EDGE-02,monitoring,rl,2024,26,False,
SC-EDGE-02,monitoring,rl,2024,27,False,
SC-EDGE-02,monitoring,rl,2024,28,False,
SC-EDGE-02,monitoring,rl,2024,29,False,
SC-EDGE-03,enforcement,rl,2024,0,True,
SC-EDGE-03,enforcement,rl,2024,1,True,
SC-EDGE-03,enforcement,rl,2024,2,True,
SC-EDGE-03,enforcement,rl,2024,3,True,
SC-EDGE-03,enforcement,rl,2024,4,True,
SC-EDGE-03,enforcement,rl,2024,5,True,
SC-EDGE-03,enforcement,rl,2024,6,True,
SC-EDGE-03,enforcement,rl,2024,7,True,
SC-EDGE-03,enforcement,rl,2024,8,True,
SC-EDGE-03,enforcement,rl,2024,9,True,
SC-EDGE-03,enforcement,rl,2024,10,True,
SC-EDGE-03,enforcement,rl,2024,11,True,
SC-EDGE-03,enforcement,rl,2024,12,True,
SC-EDGE-03,enforcement,rl,2024,13,True,
SC-EDGE-03,enforcement,rl,2024,14,True,
SC-EDGE-03,enforcement,rl,2024,15,True,
SC-EDGE-03,enforcement,rl,2024,16,True,
SC-EDGE-03,enforcement,rl,2024,17,True,
SC-EDGE-03,enforcement,rl,2024,18,True,
SC-EDGE-03,enforcement,rl,2024,19,True,
SC-EDGE-03,enforcement,rl,2024,20,True,
SC-EDGE-03,enforcement,rl,2024,21,True,
SC-EDGE-03,enforcement,rl,2024,22,True,
SC-EDGE-03,enforcement,rl,2024,23,True,
SC-EDGE-03,enforcement,rl,2024,24,True,
SC-EDGE-03,monitoring,rl,2024,0,True,
SC-EDGE-03,monitoring,rl,2024,1,True,
SC-EDGE-03,monitoring,rl,2024,2,True,
SC-EDGE-03,monitoring,rl,2024,3,True,
SC-EDGE-03,monitoring,rl,2024,4,True,
SC-EDGE-03,monitoring,rl,2024,5,True,
SC-EDGE-03,monitoring,rl,2024,6,True,
SC-EDGE-03,monitoring,rl,2024,7,True,
SC-EDGE-03,monitoring,rl,2024,8,True,
SC-EDGE-03,monitoring,rl,2024,9,True,
SC-EDGE-03,monitoring,rl,2024,10,True,
SC-EDGE-03,monitoring,rl,2024,11,True,
SC-EDGE-03,monitoring,rl,2024,12,True,
SC-EDGE-03,monitoring,rl,2024,13,True,
SC-EDGE-03,monitoring,rl,2024,14,True,
SC-EDGE-03,monitoring,rl,2024,15,True,
SC-EDGE-03,monitoring,rl,2024,16,True,
SC-EDGE-03,monitoring,rl,2024,17,True,
SC-EDGE-03,monitoring,rl,2024,18,True,
SC-EDGE-03,monitoring,rl,2024,19,True,
SC-EDGE-03,monitoring,rl,2024,20,True,
SC-EDGE-03,monitoring,rl,2024,21,True,
SC-EDGE-03,monitoring,rl,2024,22,True,
SC-EDGE-03,monitoring,rl,2024,23,True,
SC-EDGE-03,monitoring,rl,2024,24,True,
SC-EDGE-04,enforcement,rl,2024,0,True,
SC-EDGE-04,enforcement,rl,2024,1,True,
SC-EDGE-04,enforcement,rl,2024,2,True,
SC-EDGE-04,enforcement,rl,2024,3,True,
SC-EDGE-04,enforcement,rl,2024,4,True,
SC-EDGE-04,enforcement,rl,2024,5,True,
SC-EDGE-04,enforcement,rl,2024,6,True,
SC-EDGE-04,enforcement,rl,2024,7,True,
SC-EDGE-04,enforcement,rl,2024,8,True,
SC-EDGE-04,enforcement,rl,2024,9,True,
SC-EDGE-04,enforcement,rl,2024,10,True,
SC-EDGE-04,enforcement,rl,2024,11,True,
SC-EDGE-04,enforcement,rl,2024,12,True,
SC-EDGE-04,enforcement,rl,2024,13,True,
SC-EDGE-04,enforcement,rl,2024,14,True,
SC-EDGE-04,enforcement,rl,2024,15,True,
SC-EDGE-04,enforcement,rl,2024,16,True,
SC-EDGE-04,enforcement,rl,2024,17,True,
SC-EDGE-04,enforcement,rl,2024,18,True,
SC-EDGE-04,enforcement,rl,2024,19,True,
SC-EDGE-04,enforcement,rl,2024,20,True,
SC-EDGE-04,enforcement,rl,2024,21,True,
SC-EDGE-04,enforcement,rl,2024,22,True,
SC-EDGE-04,enforcement,rl,2024,23,True,
SC-EDGE-04,enforcement,rl,2024,24,True,
SC-EDGE-04,enforcement,rl,2024,25,True,
SC-EDGE-04,enforcement,rl,2024,26,True,
SC-EDGE-04,enforcement,rl,2024,27,True,
SC-EDGE-04,enforcement,rl,2024,28,True,
SC-EDGE-04,enforcement,rl,2024,29,True,
SC-EDGE-04,monitoring,rl,2024,0,False,
SC-EDGE-04,monitoring,rl,2024,1,False,
SC-EDGE-04,monitoring,rl,2024,2,False,
SC-EDGE-04,monitoring,rl,2024,3,False,
SC-EDGE-04,monitoring,rl,2024,4,False,
SC-EDGE-04,monitoring,rl,2024,5,False,
SC-EDGE-04,monitoring,rl,2024,6,False,
SC-EDGE-04,monitoring,rl,2024,7,False,
SC-EDGE-04,monitoring,rl,2024,8,False,
SC-EDGE-04,monitoring,rl,2024,9,False,
SC-EDGE-04,monitoring,rl,2024,10,False,
SC-EDGE-04,monitoring,rl,2024,11,False,
SC-EDGE-04,monitoring,rl,2024,12,False,
SC-EDGE-04,monitoring,rl,2024,13,False,
SC-EDGE-04,monitoring,rl,2024,14,False,
SC-EDGE-04,monitoring,rl,2024,15,False,
SC-EDGE-04,monitoring,rl,2024,16,False,
SC-EDGE-04,monitoring,rl,2024,17,False,
SC-EDGE-04,monitoring,rl,2024,18,False,
SC-EDGE-04,monitoring,rl,2024,19,False,
SC-EDGE-04,monitoring,rl,2024,20,False,
SC-EDGE-04,monitoring,rl,2024,21,False,
SC-EDGE-04,monitoring,rl,2024,22,False,
SC-EDGE-04,monitoring,rl,2024,23,False,
SC-EDGE-04,monitoring,rl,2024,24,False,
SC-EDGE-04,monitoring,rl,2024,25,False,
SC-EDGE-04,monitoring,rl,2024,26,False,
SC-EDGE-04,monitoring,rl,2024,27,False,
SC-EDGE-04,monitoring,rl,2024,28,False,
SC-EDGE-04,monitoring,rl,2024,29,False,
SC-EDGE-05,enforcement,rl,2024,0,True,
SC-EDGE-05,enforcement,rl,2024,1,False,
SC-EDGE-05,enforcement,rl,2024,2,False,
SC-EDGE-05,enforcement,rl,2024,3,False,
SC-EDGE-05,enforcement,rl,2024,4,True,
SC-EDGE-05,enforcement,rl,2024,5,False,
SC-EDGE-05,enforcement,rl,2024,6,True,
SC-EDGE-05,enforcement,rl,2024,7,False,
SC-EDGE-05,enforcement,rl,2024,8,False,
SC-EDGE-05,enforcement,rl,2024,9,False,
SC-EDGE-05,enforcement,rl,2024,10,False,
SC-EDGE-05,enforcement,rl,2024,11,False,
SC-EDGE-05,enforcement,rl,2024,12,False,
SC-EDGE-05,enforcement,rl,2024,13,False,
SC-EDGE-05,enforcement,rl,2024,14,False,
SC-EDGE-05,enforcement,rl,2024,15,False,
SC-EDGE-05,enforcement,rl,2024,16,False,
SC-EDGE-05,enforcement,rl,2024,17,False,
SC-EDGE-05,enforcement,rl,2024,18,False,
SC-EDGE-05,enforcement,rl,2024,19,False,
SC-EDGE-05,enforcement,rl,2024,20,True,
SC-EDGE-05,enforcement,rl,2024,21,False,
SC-EDGE-05,enforcement,rl,2024,22,False,
SC-EDGE-05,enforcement,rl,2024,23,False,
SC-EDGE-05,enforcement,rl,2024,24,True,
SC-EDGE-05,enforcement,rl,2024,25,False,
SC-EDGE-05,enforcement,rl,2024,26,True,
SC-EDGE-05,enforcement,rl,2024,27,False,
SC-EDGE-05,enforcement,rl,2024,28,False,
SC-EDGE-05,enforcement,rl,2024,29,False,
SC-EDGE-05,enforcement,rl,2024,30,False,
SC-EDGE-05,enforcement,rl,2024,31,False,
SC-EDGE-05,enforcement,rl,2024,32,False,
SC-EDGE-05,enforcement,rl,2024,33,False,
SC-EDGE-05,enforcement,rl,2024,34,False,
SC-EDGE-05,enforcement,rl,2024,35,False,
SC-EDGE-05,enforcement,rl,2024,36,True,
SC-EDGE-05,enforcement,rl,2024,37,False,
SC-EDGE-05,enforcement,rl,2024,38,False,
SC-EDGE-05,enforcement,rl,2024,39,False,
SC-EDGE-05,enforcement,rl,2024,40,True,
SC-EDGE-05,enforcement,rl,2024,41,False,
SC-EDGE-05,enforcement,rl,2024,42,False,
SC-EDGE-05,enforcement,rl,2024,43,False,
SC-EDGE-05,enforcement,rl,2024,44,True,
SC-EDGE-05,enforcement,rl,2024,45,False,
SC-EDGE-05,enforcement,rl,2024,46,True,
SC-EDGE-05,enforcement,rl,2024,47,False,
SC-EDGE-05,enforcement,rl,2024,48,False,
SC-EDGE-05,enforcement,rl,2024,49,False,
SC-EDGE-05,enforcement,rl,2024,50,False,
SC-EDGE-05,enforcement,rl,2024,51,False,
SC-EDGE-05,enforcement,rl,2024,52,False,
SC-EDGE-05,enforcement,rl,2024,53,False,
SC-EDGE-05,enforcement,rl,2024,54,False,
SC-EDGE-05,enforcement,rl,2024,55,False,
SC-EDGE-05,enforcement,rl,2024,56,True,
SC-EDGE-05,enforcement,rl,2024,57,False,
SC-EDGE-05,enforcement,rl,2024,58,False,
SC-EDGE-05,enforcement,rl,2024,59,False,
SC-EDGE-05,enforcement,rl,2024,60,False,
SC-EDGE-05,enforcement,rl,2024,61,False,
SC-EDGE-05,enforcement,rl,2024,62,False,
SC-EDGE-05,enforcement,rl,2024,63,False,
SC-EDGE-05,enforcement,rl,2024,64,True,
SC-EDGE-05,enforcement,rl,2024,65,False,
SC-EDGE-05,enforcement,rl,2024,66,True,
SC-EDGE-05,enforcement,rl,2024,67,False,
SC-EDGE-05,enforcement,rl,2024,68,False,
SC-EDGE-05,enforcement,rl,2024,69,False,
SC-EDGE-05,enforcement,rl,2024,70,False,
SC-EDGE-05,enforcement,rl,2024,71,False,
SC-EDGE-05,enforcement,rl,2024,72,False,
SC-EDGE-05,enforcement,rl,2024,73,False,
SC-EDGE-05,enforcement,rl,2024,74,False,
SC-EDGE-05,enforcement,rl,2024,75,False,
SC-EDGE-05,enforcement,rl,2024,76,True,
SC-EDGE-05,enforcement,rl,2024,77,False,
SC-EDGE-05,enforcement,rl,2024,78,False,
SC-EDGE-05,enforcement,rl,2024,79,False,
SC-EDGE-05,enforcement,rl,2024,80,True,
SC-EDGE-05,enforcement,rl,2024,81,False,
SC-EDGE-05,enforcement,rl,2024,82,False,
SC-EDGE-05,enforcement,rl,2024,83,False,
SC-EDGE-05,enforcement,rl,2024,84,True,
SC-EDGE-05,enforcement,rl,2024,85,False,
SC-EDGE-05,enforcement,rl,2024,86,True,
SC-EDGE-05,enforcement,rl,2024,87,False,
SC-EDGE-05,enforcement,rl,2024,88,False,
SC-EDGE-05,enforcement,rl,2024,89,False,
SC-EDGE-05,enforcement,rl,2024,90,False,
SC-EDGE-05,enforcement,rl,2024,91,False,
SC-EDGE-05,enforcement,rl,2024,92,False,
SC-EDGE-05,enforcement,rl,2024,93,False,
SC-EDGE-05,enforcement,rl,2024,94,False,
SC-EDGE-05,enforcement,rl,2024,95,False,
SC-EDGE-05,enforcement,rl,2024,96,False,
SC-EDGE-05,enforcement,rl,2024,97,False,
SC-EDGE-05,enforcement,rl,2024,98,False,
SC-EDGE-05,enforcement,rl,2024,99,False,
SC-EDGE-05,monitoring,rl,2024,0,False,
SC-EDGE-05,monitoring,rl,2024,1,False,
SC-EDGE-05,monitoring,rl,2024,2,False,
SC-EDGE-05,monitoring,rl,2024,3,False,
SC-EDGE-05,monitoring,rl,2024,4,False,
SC-EDGE-05,monitoring,rl,2024,5,False,
SC-EDGE-05,monitoring,rl,2024,6,False,
SC-EDGE-05,monitoring,rl,2024,7,False,
SC-EDGE-05,monitoring,rl,2024,8,False,
SC-EDGE-05,monitoring,rl,2024,9,False,
SC-EDGE-05,monitoring,rl,2024,10,False,
SC-EDGE-05,monitoring,rl,2024,11,False,
SC-EDGE-05,monitoring,rl,2024,12,False,
SC-EDGE-05,monitoring,rl,2024,13,False,
SC-EDGE-05,monitoring,rl,2024,14,False,
SC-EDGE-05,monitoring,rl,2024,15,False,
SC-EDGE-05,monitoring,rl,2024,16,False,
SC-EDGE-05,monitoring,rl,2024,17,False,
SC-EDGE-05,monitoring,rl,2024,18,False,
SC-EDGE-05,monitoring,rl,2024,19,False,
SC-EDGE-05,monitoring,rl,2024,20,False,
SC-EDGE-05,monitoring,rl,2024,21,False,
SC-EDGE-05,monitoring,rl,2024,22,False,
SC-EDGE-05,monitoring,rl,2024,23,False,
SC-EDGE-05,monitoring,rl,2024,24,False,
SC-EDGE-05,monitoring,rl,2024,25,False,
SC-EDGE-05,monitoring,rl,2024,26,False,
SC-EDGE-05,monitoring,rl,2024,27,False,
SC-EDGE-05,monitoring,rl,2024,28,False,
SC-EDGE-05,monitoring,rl,2024,29,False,
SC-EDGE-05,monitoring,rl,2024,30,False,
SC-EDGE-05,monitoring,rl,2024,31,False,
SC-EDGE-05,monitoring,rl,2024,32,False,
SC-EDGE-05,monitoring,rl,2024,33,False,
SC-EDGE-05,monitoring,rl,2024,34,False,
SC-EDGE-05,monitoring,rl,2024,35,False,
SC-EDGE-05,monitoring,rl,2024,36,False,
SC-EDGE-05,monitoring,rl,2024,37,False,
SC-EDGE-05,monitoring,rl,2024,38,False,
SC-EDGE-05,monitoring,rl,2024,39,False,
SC-EDGE-05,monitoring,rl,2024,40,False,
SC-EDGE-05,monitoring,rl,2024,41,False,
SC-EDGE-05,monitoring,rl,2024,42,False,
SC-EDGE-05,monitoring,rl,2024,43,False,
SC-EDGE-05,monitoring,rl,2024,44,False,
SC-EDGE-05,monitoring,rl,2024,45,False,
SC-EDGE-05,monitoring,rl,2024,46,False,
SC-EDGE-05,monitoring,rl,2024,47,False,
SC-EDGE-05,monitoring,rl,2024,48,False,
SC-EDGE-05,monitoring,rl,2024,49,False,
SC-EDGE-05,monitoring,rl,2024,50,False,
SC-EDGE-05,monitoring,rl,2024,51,False,
SC-EDGE-05,monitoring,rl,2024,52,False,
SC-EDGE-05,monitoring,rl,2024,53,False,
SC-EDGE-05,monitoring,rl,2024,54,False,
SC-EDGE-05,monitoring,rl,2024,55,False,
SC-EDGE-05,monitoring,rl,2024,56,False,
SC-EDGE-05,monitoring,rl,2024,57,False,
SC-EDGE-05,monitoring,rl,2024,58,False,
SC-EDGE-05,monitoring,rl,2024,59,False,
SC-EDGE-05,monitoring,rl,2024,60,False,
SC-EDGE-05,monitoring,rl,2024,61,False,
SC-EDGE-05,monitoring,rl,2024,62,False,
SC-EDGE-05,monitoring,rl,2024,63,False,
SC-EDGE-05,monitoring,rl,2024,64,False,
SC-EDGE-05,monitoring,rl,2024,65,False,
SC-EDGE-05,monitoring,rl,2024,66,False,
SC-EDGE-05,monitoring,rl,2024,67,False,
SC-EDGE-05,monitoring,rl,2024,68,False,
SC-EDGE-05,monitoring,rl,2024,69,False,
SC-EDGE-05,monitoring,rl,2024,70,False,
SC-EDGE-05,monitoring,rl,2024,71,False,
SC-EDGE-05,monitoring,rl,2024,72,False,
SC-EDGE-05,monitoring,rl,2024,73,False,
SC-EDGE-05,monitoring,rl,2024,74,False,
SC-EDGE-05,monitoring,rl,2024,75,False,
SC-EDGE-05,monitoring,rl,2024,76,False,
SC-EDGE-05,monitoring,rl,2024,77,False,
SC-EDGE-05,monitoring,rl,2024,78,False,
SC-EDGE-05,monitoring,rl,2024,79,False,
SC-EDGE-05,monitoring,rl,2024,80,False,
SC-EDGE-05,monitoring,rl,2024,81,False,
SC-EDGE-05,monitoring,rl,2024,82,False,
SC-EDGE-05,monitoring,rl,2024,83,False,
SC-EDGE-05,monitoring,rl,2024,84,False,
SC-EDGE-05,monitoring,rl,2024,85,False,
SC-EDGE-05,monitoring,rl,2024,86,False,
SC-EDGE-05,monitoring,rl,2024,87,False,
SC-EDGE-05,monitoring,rl,2024,88,False,
SC-EDGE-05,monitoring,rl,2024,89,False,
SC-EDGE-05,monitoring,rl,2024,90,False,
SC-EDGE-05,monitoring,rl,2024,91,False,
SC-EDGE-05,monitoring,rl,2024,92,False,
SC-EDGE-05,monitoring,rl,2024,93,False,
SC-EDGE-05,monitoring,rl,2024,94,False,
SC-EDGE-05,monitoring,rl,2024,95,False,
SC-EDGE-05,monitoring,rl,2024,96,False,
SC-EDGE-05,monitoring,rl,2024,97,False,
SC-EDGE-05,monitoring,rl,2024,98,False,
SC-EDGE-05,monitoring,rl,2024,99,False,
SC-FRONT-01,enforcement,rl,2024,0,False,
SC-FRONT-01,enforcement,rl,2024,1,False,
SC-FRONT-01,enforcement,rl,2024,2,False,
SC-FRONT-01,enforcement,rl,2024,3,False,
SC-FRONT-01,enforcement,rl,2024,4,False,
SC-FRONT-01,enforcement,rl,2024,5,False,
SC-FRONT-01,enforcement,rl,2024,6,False,
SC-FRONT-01,enforcement,rl,2024,7,False,
SC-FRONT-01,enforcement,rl,2024,8,False,
SC-FRONT-01,enforcement,rl,2024,9,False,
SC-FRONT-01,enforcement,rl,2024,10,False,
SC-FRONT-01,enforcement,rl,2024,11,False,
SC-FRONT-01,enforcement,rl,2024,12,False,
SC-FRONT-01,enforcement,rl,2024,13,False,
SC-FRONT-01,enforcement,rl,2024,14,False,
SC-FRONT-01,enforcement,rl,2024,15,False,
SC-FRONT-01,enforcement,rl,2024,16,False,
SC-FRONT-01,enforcement,rl,2024,17,False,
SC-FRONT-01,enforcement,rl,2024,18,False,
SC-FRONT-01,enforcement,rl,2024,19,False,
SC-FRONT-01,enforcement,rl,2024,20,False,
SC-FRONT-01,enforcement,rl,2024,21,False,
SC-FRONT-01,enforcement,rl,2024,22,False,
SC-FRONT-01,enforcement,rl,2024,23,False,
SC-FRONT-01,enforcement,rl,2024,24,False,
SC-FRONT-01,monitoring,rl,2024,0,False,
SC-FRONT-01,monitoring,rl,2024,1,False,
SC-FRONT-01,monitoring,rl,2024,2,False,
SC-FRONT-01,monitoring,rl,2024,3,False,
SC-FRONT-01,monitoring,rl,2024,4,False,
SC-FRONT-01,monitoring,rl,2024,5,False,
SC-FRONT-01,monitoring,rl,2024,6,False,
SC-FRONT-01,monitoring,rl,2024,7,False,
SC-FRONT-01,monitoring,rl,2024,8,False,
SC-FRONT-01,monitoring,rl,2024,9,False,
SC-FRONT-01,monitoring,rl,2024,10,False,
SC-FRONT-01,monitoring,rl,2024,11,False,
SC-FRONT-01,monitoring,rl,2024,12,False,
SC-FRONT-01,monitoring,rl,2024,13,False,
SC-FRONT-01,monitoring,rl,2024,14,False,
SC-FRONT-01,monitoring,rl,2024,15,False,
SC-FRONT-01,monitoring,rl,2024,16,False,
SC-FRONT-01,monitoring,rl,2024,17,False,
SC-FRONT-01,monitoring,rl,2024,18,False,
SC-FRONT-01,monitoring,rl,2024,19,False,
SC-FRONT-01,monitoring,rl,2024,20,False,
SC-FRONT-01,monitoring,rl,2024,21,False,
SC-FRONT-01,monitoring,rl,2024,22,False,
SC-FRONT-01,monitoring,rl,2024,23,False,
SC-FRONT-01,monitoring,rl,2024,24,False,
SC-FRONT-02,enforcement,rl,2024,0,True,
SC-FRONT-02,enforcement,rl,2024,1,True,
SC-FRONT-02,enforcement,rl,2024,2,True,
SC-FRONT-02,enforcement,rl,2024,3,True,
SC-FRONT-02,enforcement,rl,2024,4,True,
SC-FRONT-02,enforcement,rl,2024,5,True,
SC-FRONT-02,enforcement,rl,2024,6,True,
SC-FRONT-02,enforcement,rl,2024,7,True,
SC-FRONT-02,enforcement,rl,2024,8,True,
SC-FRONT-02,enforcement,rl,2024,9,True,
SC-FRONT-02,enforcement,rl,2024,10,True,
SC-FRONT-02,enforcement,rl,2024,11,True,
SC-FRONT-02,enforcement,rl,2024,12,True,
SC-FRONT-02,enforcement,rl,2024,13,True,
SC-FRONT-02,enforcement,rl,2024,14,True,
SC-FRONT-02,enforcement,rl,2024,15,True,
SC-FRONT-02,enforcement,rl,2024,16,True,
SC-FRONT-02,enforcement,rl,2024,17,True,
SC-FRONT-02,enforcement,rl,2024,18,True,
SC-FRONT-02,enforcement,rl,2024,19,True,
SC-FRONT-02,enforcement,rl,2024,20,True,
SC-FRONT-02,enforcement,rl,2024,21,True,
SC-FRONT-02,enforcement,rl,2024,22,True,
SC-FRONT-02,enforcement,rl,2024,23,True,
SC-FRONT-02,enforcement,rl,2024,24,True,
SC-FRONT-02,monitoring,rl,2024,0,False,
SC-FRONT-02,monitoring,rl,2024,1,False,
SC-FRONT-02,monitoring,rl,2024,2,False,
SC-FRONT-02,monitoring,rl,2024,3,False,
SC-FRONT-02,monitoring,rl,2024,4,False,
SC-FRONT-02,monitoring,rl,2024,5,False,
SC-FRONT-02,monitoring,rl,2024,6,False,
SC-FRONT-02,monitoring,rl,2024,7,False,
SC-FRONT-02,monitoring,rl,2024,8,False,
SC-FRONT-02,monitoring,rl,2024,9,False,
SC-FRONT-02,monitoring,rl,2024,10,False,
SC-FRONT-02,monitoring,rl,2024,11,False,
SC-FRONT-02,monitoring,rl,2024,12,False,
SC-FRONT-02,monitoring,rl,2024,13,False,
SC-FRONT-02,monitoring,rl,2024,14,False,
SC-FRONT-02,monitoring,rl,2024,15,False,
SC-FRONT-02,monitoring,rl,2024,16,False,
SC-FRONT-02,monitoring,rl,2024,17,False,
SC-FRONT-02,monitoring,rl,2024,18,False,
SC-FRONT-02,monitoring,rl,2024,19,False,
SC-FRONT-02,monitoring,rl,2024,20,False,
SC-FRONT-02,monitoring,rl,2024,21,False,
SC-FRONT-02,monitoring,rl,2024,22,False,
SC-FRONT-02,monitoring,rl,2024,23,False,
SC-FRONT-02,monitoring,rl,2024,24,False,
SC-FRONT-03,enforcement,rl,2024,0,False,
SC-FRONT-03,enforcement,rl,2024,1,False,
SC-FRONT-03,enforcement,rl,2024,2,False,
SC-FRONT-03,enforcement,rl,2024,3,False,
SC-FRONT-03,enforcement,rl,2024,4,False,
SC-FRONT-03,enforcement,rl,2024,5,False,
