frame,stamp_s,ey_m,epsi_rad,lane_width_m,paired,n_lines,confidence,reason,line_c0_m,curvature_1pm,true_ey_m,station,s_m
000067.png,1788182696.721,0.02132,-0.07520,0.18741,0,2,0.208,single_line,-0.11502;0.44235,0.00000,0.00000,0,
000068.png,1788182696.771,-0.04896,-0.07817,0.32491,1,3,0.312,ok,-0.11399;0.21191;0.46513,0.00000,0.00000,0,
000069.png,1788182696.820,0.03174,-0.09308,0.18387,1,3,0.312,ok,-0.12407;0.06060;0.46753,-0.10937,0.00000,0,
000070.png,1788182696.870,0.01000,-0.07295,0.20870,0,2,0.208,single_line,-0.11435;-0.01684,0.00000,0.00000,0,
000071.png,1788182696.970,0.01202,-0.09627,0.20870,0,2,0.250,single_line,-0.11638;0.37178,-0.11560,0.00000,0,
000072.png,1788182697.020,-0.04869,-0.10228,0.34252,1,3,0.312,ok,-0.12346;0.22085;0.38599,-0.09618,0.00000,0,
000073.png,1788182697.070,0.00790,-0.14558,0.23546,0,2,0.208,single_line,-0.12563;-0.06137,-0.23272,0.00000,0,
000074.png,1788182697.120,-0.00169,-0.07837,0.23546,0,2,0.188,single_line,-0.11604;-0.03481,0.00000,0.00000,0,
000075.png,1788182697.220,-0.00304,-0.07303,0.23546,0,2,0.208,single_line,-0.11469;-0.02219,0.00000,0.00000,0,
000076.png,1788182697.270,-0.00336,-0.07172,0.23546,0,2,0.208,single_line,-0.11437;0.38662,0.00000,0.00000,0,
000077.png,1788182697.320,0.00609,-0.13616,0.23546,0,2,0.229,single_line,-0.12382;0.00088,-0.21457,0.00000,0,
000078.png,1788182697.370,0.04684,-0.09612,0.15217,1,3,0.521,ok,-0.12328;0.02960;0.06065,-0.14616,0.00000,0,
000079.png,1788182697.420,0.01866,-0.09612,0.19090,1,3,0.333,ok,-0.11455;0.07724;0.36849,-0.05255,0.00000,0,
000080.png,1788182697.470,0.00884,-0.07599,0.21322,0,2,0.188,single_line,-0.11546;0.39107,0.00000,0.00000,1,0.000
000081.png,1788182697.570,0.00884,-0.07599,0.21322,0,2,0.188,single_line,-0.11546;0.38766,0.00000,0.00000,1,0.000
000082.png,1788182697.570,0.00884,-0.07599,0.21322,0,2,0.188,single_line,-0.11546;0.38766,0.00000,0.00000,1,0.000
000083.png,1788182697.570,0.00884,-0.07599,0.21322,0,2,0.188,single_line,-0.11546;0.38766,0.00000,0.00000,1,0.000
000084.png,1788182697.770,0.00592,-0.06451,0.21322,0,2,0.208,single_line,-0.11253;0.40318,0.00000,0.00000,1,0.000
000085.png,1788182697.820,0.01472,-0.12100,0.21322,0,2,0.229,single_line,-0.12133;0.37167,-0.19176,0.00000,1,0.000
000086.png,1788182697.870,-0.02861,-0.10164,0.30058,1,3,0.333,ok,-0.12246;0.17969;0.38578,-0.10292,0.00000,1,0.000
000087.png,1788182697.920,0.02288,-0.10292,0.17925,1,3,0.292,ok,-0.11298;0.06722;0.39118,0.00000,0.00000,1,0.000
000088.png,1788182697.970,0.00991,-0.11939,0.22041,0,3,0.229,single_line,-0.24542;-0.12011;0.27075,-0.18394,0.00000,1,0.000
000089.png,1788182698.021,0.00246,-0.06657,0.22041,0,2,0.229,single_line,-0.11266;0.03003,0.00000,0.00000,1,0.000
000090.png,1788182698.070,0.03203,-0.10522,0.16306,1,3,0.479,ok,-0.13519;-0.11401;0.04996,-0.02958,0.00000,1,0.000
000091.png,1788182698.170,0.02766,-0.21020,0.20894,0,3,0.208,single_line,-0.13212;0.48295;1.03969,-0.50735,0.00000,1,0.000
000092.png,1788182698.220,0.00347,-0.04983,0.20894,0,3,0.208,single_line,-0.10794;0.48940;0.51319,0.00000,0.00000,1,0.000
000093.png,1788182698.270,0.01657,-0.08919,0.17696,1,2,0.542,ok,-0.10540;0.07226,-0.06095,0.00000,1,0.000
000094.png,1788182698.320,0.01369,-0.09842,0.20254,0,2,0.250,single_line,-0.11496;0.01456,-0.15667,0.00000,1,0.000
000095.png,1788182698.420,0.01811,-0.08499,0.17761,1,2,0.562,ok,-0.10723;0.07102,-0.10088,0.00000,1,0.000
000096.png,1788182698.470,0.03920,-0.06196,0.15008,1,2,0.562,ok,-0.11438;0.03599,-0.22146,0.00000,1,0.000
000097.png,1788182698.520,0.03023,-0.08112,0.15221,1,2,0.604,ok,-0.10659;0.04613,-0.15147,0.00000,1,0.000
000098.png,1788182698.570,0.02625,-0.06196,0.15972,1,2,0.604,ok,-0.10627;0.05376,-0.13823,0.00000,1,0.000
000099.png,1788182698.620,0.02603,-0.09044,0.17666,0,2,0.229,single_line,-0.11436;0.02138,-0.14070,0.00000,1,0.000
000100.png,1788182698.721,0.04805,-0.07903,0.14816,1,2,0.521,ok,-0.12236;0.02627,-0.30702,0.00000,1,0.000
000101.png,1788182698.770,0.02039,-0.07771,0.18397,1,2,0.542,ok,-0.11265;0.07187,-0.09202,0.00000,1,0.000
000102.png,1788182698.820,0.02482,-0.08392,0.17356,0,2,0.229,single_line,-0.11160;0.26359,-0.12164,0.00000,1,0.000
000103.png,1788182698.921,0.01820,-0.04433,0.17356,0,3,0.188,single_line,-0.10498;0.28745;0.33732,0.00000,0.00000,1,0.000
000104.png,1788182698.970,-0.03588,-0.07359,0.28475,1,4,0.292,ok,-0.10688;0.17864;0.24376;0.55889,-0.02845,0.00000,1,0.000
000105.png,1788182699.020,-0.05485,-0.21535,0.23755,1,4,0.208,ok,-0.10779;-0.06673;0.17643;0.42959,0.00000,0.00000,1,0.000
000106.png,1788182699.120,-0.03738,-0.07627,0.29056,1,3,0.250,ok,-0.10832;0.18309;0.29285,0.00000,0.00000,1,0.000
000107.png,1788182699.170,-0.17160,0.27339,0.32643,1,3,0.271,ok,-0.10816;0.00208;0.34111,0.00000,0.00000,1,0.000
000108.png,1788182699.220,-0.00330,-0.12757,0.24243,0,3,0.188,single_line,-0.11792;0.22774;0.82378,-0.26121,0.00000,1,0.000
000109.png,1788182699.270,-0.01430,-0.04421,0.24243,0,2,0.188,single_line,-0.10691;0.26900,0.00000,0.00000,1,0.000
000110.png,1788182699.323,-0.01377,-0.04452,0.24243,0,2,0.208,single_line,-0.10744;0.28614,0.00000,0.00000,1,0.000
000111.png,1788182699.421,-0.01616,-0.03831,0.24243,0,2,0.188,single_line,-0.10506;0.37909,0.00000,0.00000,1,0.000
000112.png,1788182699.471,-0.05523,-0.06300,0.32372,1,2,0.417,ok,-0.10696;0.21741,0.52992,0.00000,1,0.000
000113.png,1788182699.521,0.00031,-0.05280,0.21637,1,2,0.438,ok,-0.10864;0.10803,0.14915,0.00000,1,0.000
000114.png,1788182699.570,-0.06790,-0.06355,0.33424,1,3,0.375,ok,-0.09956;0.23536;0.45201,0.52421,0.00000,1,0.000
000115.png,1788182699.670,-0.07807,-0.39777,0.15752,1,3,0.354,ok,-0.10448;-0.00736;0.16350,-0.82873,0.00000,1,0.000
000116.png,1788182699.720,-0.01438,-0.09000,0.24513,0,2,0.208,single_line,-0.61192;-0.10818,-0.14634,0.00000,1,0.000
000117.png,1788182699.770,-0.06565,-0.04953,0.33146,1,2,0.417,ok,-0.10029;0.23158,0.62094,0.00000,1,0.000
000118.png,1788182699.870,-0.03147,-0.03648,0.26239,0,2,0.188,single_line,-0.17649;-0.09973,0.00000,0.00000,1,0.000
000119.png,1788182699.920,-0.04200,-0.04083,0.27726,1,2,0.312,ok,-0.09675;0.18074,0.00000,0.00000,1,0.000
000120.png,1788182699.970,-0.03609,-0.02337,0.26537,0,2,0.229,single_line,-0.09659;-0.03851,0.00000,0.00000,1,0.000
000121.png,1788182700.020,-0.03633,-0.02527,0.26537,0,2,0.271,single_line,-0.09636;0.26318,-0.00029,0.00000,1,0.000
000122.png,1788182700.070,-0.03706,-0.02807,0.26537,0,3,0.208,single_line,-0.44551;-0.09563;0.25677,-0.01175,0.00000,1,0.000
000123.png,1788182700.170,0.17382,-0.10549,0.15681,1,3,0.333,ok,-0.25267;-0.09498;0.46075,-2.05476,0.00000,1,0.000
000124.png,1788182700.220,-0.07619,-0.03501,0.34425,1,3,0.354,ok,-0.24275;-0.09604;0.24842,-0.00030,0.00000,1,0.000
000125.png,1788182700.270,-0.03706,-0.02159,0.26377,0,2,0.229,single_line,-0.09483;0.29963,0.00000,0.00000,1,0.000
000126.png,1788182700.320,-0.03841,-0.01496,0.26377,0,3,0.188,single_line,-0.09347;0.28927;0.29547,0.00000,0.00000,1,0.000
000127.png,1788182700.370,-0.03494,-0.02652,0.26377,0,3,0.167,single_line,-0.09695;-0.04466;0.81360,0.00000,0.00000,1,0.000
000128.png,1788182700.470,-0.06116,-0.02140,0.31629,1,2,0.354,ok,-0.09702;0.21934,0.54140,0.00000,1,0.000
000129.png,1788182700.520,0.01156,-0.02505,0.17302,1,2,0.354,ok,-0.09810;0.07498,0.07500,0.00000,1,0.000
000130.png,1788182700.570,-0.03097,-0.01424,0.25403,0,2,0.188,single_line,-0.09605;0.04825,0.00000,0.00000,1,0.000
000131.png,1788182700.620,0.00153,-0.02162,0.19120,1,3,0.417,ok,-0.09715;0.09409;0.32746,-0.00889,0.00000,1,0.000
000132.png,1788182700.670,-0.07000,-0.02134,0.33201,1,2,0.375,ok,-0.09604;0.23604,0.52383,0.00000,1,0.000
000133.png,1788182700.770,-0.03559,0.01399,0.25957,0,3,0.208,single_line,-0.09419;-0.02891;0.32160,0.09430,0.00000,1,0.000
000134.png,1788182700.821,-0.01756,-0.02676,0.22988,1,2,0.396,ok,-0.09742;0.13254,0.20964,0.00000,1,0.000
000135.png,1788182700.870,-0.04160,-0.01523,0.27755,1,2,0.458,ok,-0.09719;0.18039,0.43181,0.00000,1,0.000
000136.png,1788182700.921,-0.02397,-0.01401,0.23873,1,2,0.458,ok,-0.09541;0.14334,0.40717,0.00000,1,0.000
000137.png,1788182700.970,-0.02700,-0.00706,0.25448,0,2,0.271,single_line,-0.10024;-0.08326,0.00156,0.00000,1,0.000
000138.png,1788182701.070,-0.02856,0.01331,0.25448,0,2,0.292,single_line,-0.09868;0.31466,0.02787,0.00000,1,0.000
000139.png,1788182701.070,-0.02856,0.01331,0.25448,0,2,0.292,single_line,-0.09868;0.31466,0.02787,0.00000,1,0.000
000140.png,1788182701.170,-0.02473,0.00276,0.25320,1,2,0.458,ok,-0.10187;0.15133,0.10096,0.00000,1,0.000
000141.png,1788182701.220,-0.05775,0.00907,0.31394,1,2,0.438,ok,-0.09923;0.21472,0.41437,0.00000,1,0.000
000142.png,1788182701.320,-0.03912,0.04886,0.26617,0,2,0.229,single_line,-0.09397;0.28688,0.12898,0.00000,1,0.000
000143.png,1788182701.370,-0.01169,-0.01365,0.22428,1,2,0.500,ok,-0.10046;0.12383,0.18887,0.00000,1,0.000
000144.png,1788182701.420,0.00447,-0.01026,0.18579,1,2,0.458,ok,-0.09737;0.08843,0.24207,0.00000,1,0.000
000145.png,1788182701.470,-0.00162,0.01911,0.18812,1,2,0.542,ok,-0.09246;0.09569,0.21544,0.00000,1,0.000
000146.png,1788182701.570,-0.01516,0.01482,0.23233,0,2,0.229,single_line,-0.10101;0.34432,0.02232,0.00000,1,0.000
000147.png,1788182701.621,-0.00124,0.00999,0.20829,1,2,0.458,ok,-0.10292;0.10539,0.11357,0.00000,1,0.000
000148.png,1788182701.670,-0.01962,0.01073,0.24082,1,2,0.521,ok,-0.10080;0.14004,0.27351,0.00000,1,0.000
000149.png,1788182701.720,-0.01563,0.03238,0.23018,0,2,0.250,single_line,-0.09946;0.26410,0.07482,0.00000,1,0.000
000150.png,1788182701.770,-0.00820,-0.00546,0.23018,0,2,0.271,single_line,-0.10689;0.32776,-0.00635,0.00000,1,0.000
000151.png,1788182701.870,-0.04071,0.01571,0.28238,1,2,0.500,ok,-0.10050;0.18192,0.35863,0.00000,1,0.000
000152.png,1788182701.920,-0.02100,0.05431,0.24062,0,2,0.271,single_line,-0.09931;0.33759,0.13548,0.00000,1,0.000
000153.png,1788182701.970,-0.03682,0.01235,0.27264,1,3,0.417,ok,-0.09951;0.17316;0.45944,0.08968,0.00000,1,0.000
000154.png,1788182702.022,-0.02534,0.05934,0.24703,0,2,0.250,single_line,-0.09817;0.27143,0.15312,0.00000,1,0.000
000155.png,1788182702.070,-0.02292,0.05058,0.24703,0,2,0.250,single_line,-0.10059;0.58596,0.13321,0.00000,1,0.000
000156.png,1788182702.170,-0.07093,0.01194,0.34181,1,2,0.479,ok,-0.09999;0.24184,0.63983,0.00000,1,0.000
000157.png,1788182702.221,-0.05657,0.00458,0.31750,1,2,0.521,ok,-0.10218;0.21532,0.56129,0.00000,1,0.000
000158.png,1788182702.270,0.22603,0.00921,0.24687,1,3,0.417,ok,-0.34947;-0.10259;0.86047,-1.36428,0.00000,1,0.000
000159.png,1788182702.321,0.01628,0.01112,0.17002,1,3,0.333,ok,-0.10130;0.06873;0.09635,0.07726,0.00000,1,0.000
000160.png,1788182702.370,-0.02938,0.01410,0.26784,1,2,0.458,ok,-0.10456;0.16331,0.40302,0.00000,1,0.000
000161.png,1788182702.470,0.02005,0.00932,0.17401,1,3,0.333,ok,-0.10706;0.06696;0.13941,0.03599,0.00000,1,0.000
000162.png,1788182702.520,-0.01010,0.01520,0.23787,0,4,0.250,single_line,-0.10883;0.02207;0.06663;0.54473,0.04911,0.00000,1,0.000
000163.png,1788182702.570,-0.04556,0.00790,0.31166,1,2,0.583,ok,-0.11027;0.20140,0.42824,0.00000,1,0.000
000164.png,1788182702.670,-0.02058,0.04246,0.25263,0,4,0.250,single_line,-0.10573;0.02221;0.06380;0.48512,0.12114,0.00000,1,0.000
000165.png,1788182702.721,0.02306,0.01818,0.17267,1,3,0.333,ok,-0.10941;0.06329;0.13683,0.02937,0.00000,1,0.000
000166.png,1788182702.770,-0.01700,0.06876,0.23663,0,3,0.250,single_line,-0.10132;0.04341;0.42712,0.19222,0.00000,1,0.000
000167.png,1788182702.821,0.01534,0.00827,0.18577,1,4,0.333,ok,-0.10823;0.07756;0.42109;0.45159,0.04960,0.00000,1,0.000
000168.png,1788182702.870,0.02610,0.01406,0.16758,1,4,0.354,ok,-0.10990;0.05770;0.42339;0.42493,0.03483,0.00000,1,0.000
000169.png,1788182702.970,-0.01095,0.01134,0.24054,1,2,0.479,ok,-0.10933;0.13123,0.34856,0.00000,1,0.000
000170.png,1788182703.021,0.01947,0.01123,0.17730,1,3,0.417,ok,-0.10812;0.06919;0.72675,-0.25456,0.00000,1,0.000
000171.png,1788182703.070,-0.40475,0.53964,0.28436,1,3,0.333,ok,-0.10996;0.23902;0.57049,0.99072,0.00000,1,0.000
000172.png,1788182703.120,-0.02616,0.01504,0.26833,1,4,0.417,ok,-0.10801;0.16034;0.17331;0.70588,0.09062,0.00000,1,0.000
000173.png,1788182703.220,-0.02588,0.10105,0.27026,1,3,0.375,ok,-0.10994;0.16171;0.42588,0.08366,0.00000,1,0.000
000174.png,1788182703.270,-0.02510,0.09383,0.27208,1,3,0.396,ok,-0.11154;0.16174;0.66070,0.07141,0.00000,1,0.000
000175.png,1788182703.320,-0.02438,0.02974,0.27436,1,3,0.354,ok,-0.11287;0.16162;0.68564,0.05959,0.00000,1,0.000
000176.png,1788182703.420,-0.02060,0.07245,0.26705,1,3,0.375,ok,-0.11328;0.15448;0.47788,0.03770,0.00000,1,0.000
000177.png,1788182703.470,-0.04284,0.02380,0.31478,1,3,0.479,ok,-0.11459;0.20028;0.56491,0.60790,0.00000,1,0.000
000178.png,1788182703.520,-0.04430,0.03474,0.31035,1,3,0.458,ok,-0.11097;0.19957;0.55499,0.63553,0.00000,1,0.000
000179.png,1788182703.570,-0.03823,0.01899,0.31267,1,3,0.458,ok,-0.11813;0.19459;0.52355,0.55536,0.00000,1,0.000
000180.png,1788182703.621,-0.00262,0.01068,0.24009,1,3,0.438,ok,-0.11743;0.12268;0.48693,-0.08750,0.00000,1,0.000
000181.png,1788182703.720,-0.01745,-0.02076,0.27479,0,3,0.271,single_line,-0.11995;-0.01291;0.69832,-0.03212,0.00000,1,0.000
000182.png,1788182703.770,-0.01915,-0.00957,0.27479,0,3,0.292,single_line,-0.11825;-0.05499;0.68851,0.01269,0.00000,1,0.000
000183.png,1788182703.820,-0.03189,-0.00980,0.30204,1,3,0.542,ok,-0.11913;0.18292;0.39316,0.43908,0.00000,1,0.000
000184.png,1788182703.870,-0.02910,-0.01120,0.29753,1,3,0.500,ok,-0.11967;0.17788;0.52614,0.44303,0.00000,1,0.000
000185.png,1788182703.921,-0.01114,-0.03250,0.26726,1,3,0.417,ok,-0.12256;0.14484;0.54960,-0.05398,0.00000,1,0.000
000186.png,1788182704.020,-0.02336,-0.03993,0.29765,1,2,0.500,ok,-0.12559;0.17230,0.37240,0.00000,1,0.000
000187.png,1788182704.070,-0.03965,-0.05483,0.33057,1,3,0.458,ok,-0.12588;0.20519;0.39747,0.50621,0.00000,1,0.000
000188.png,1788182704.120,-0.02477,-0.05913,0.28761,1,2,0.458,ok,-0.11929;0.16883,0.37819,0.00000,1,0.000
000189.png,1788182704.170,-0.01292,-0.04261,0.28155,1,2,0.542,ok,-0.12799;0.15382,0.25826,0.00000,1,0.000
000190.png,1788182704.220,-0.01664,-0.03593,0.28006,1,2,0.542,ok,-0.12348;0.15676,0.30084,0.00000,1,0.000
000191.png,1788182704.270,-0.04951,0.05827,0.33880,1,3,0.500,ok,-0.12018;0.21919;0.29874,0.65685,0.00000,1,0.000
000192.png,1788182704.326,-0.00968,-0.02617,0.25759,1,3,0.458,ok,-0.11916;0.13852;0.68129,-0.04617,0.00000,1,0.000
000193.png,1788182704.420,-0.01648,-0.02097,0.26689,1,3,0.396,ok,-0.11699;0.14995;0.64937,0.02312,0.00000,1,0.000
000194.png,1788182704.470,-0.01672,-0.01853,0.26759,1,3,0.417,ok,-0.11709;0.15054;0.29785,0.03715,0.00000,1,0.000
000195.png,1788182704.522,-0.01605,-0.02252,0.27029,1,3,0.396,ok,-0.11913;0.15123;0.29715,0.01388,0.00000,1,0.000
000196.png,1788182704.570,-0.02418,0.00594,0.27954,0,3,0.250,single_line,-0.11558;0.32931;0.41780,0.08446,0.00000,1,0.000
000197.png,1788182704.620,-0.02160,-0.00793,0.27954,0,3,0.250,single_line,-0.11817;0.34787;0.40220,0.04071,0.00000,1,0.000
000198.png,1788182704.670,-0.00444,-0.00250,0.23235,1,3,0.479,ok,-0.47355;-0.11174;0.12061,-0.03854,0.00000,1,0.000
000199.png,1788182704.721,0.00416,-0.02085,0.23262,1,3,0.417,ok,-0.12049;0.11218;0.29843,-0.13003,0.00000,1,0.000
000200.png,1788182704.820,-0.00358,-0.02961,0.24043,1,2,0.354,ok,-0.11669;0.12385,0.23231,0.00000,1,0.000
000201.png,1788182704.870,-0.01314,-0.01788,0.26849,1,2,0.438,ok,-0.12113;0.14740,0.29482,0.00000,1,0.000
000202.png,1788182704.920,-0.00998,-0.01870,0.24945,1,2,0.333,ok,-0.11476;0.13473,0.03101,0.00000,1,0.000
