frame,stamp_s,ey_m,epsi_rad,lane_width_m,paired,n_lines,confidence,reason,line_c0_m,curvature_1pm,true_ey_m,station,s_m
000062.png,1788183922.670,0.03046,0.08729,0.27527,1,2,0.500,ok,-0.16862;0.10771,-0.75221,0.00000,1,0.000
000063.png,1788183922.770,0.03146,0.06034,0.27774,1,2,0.500,ok,-0.17058;0.10766,-0.75563,0.00000,1,0.000
000064.png,1788183922.820,0.03127,0.07314,0.27464,1,2,0.500,ok,-0.16896;0.10642,-0.75790,0.00000,1,0.000
000065.png,1788183922.870,0.06240,0.06354,0.33133,1,3,0.500,ok,-0.22840;0.10359;0.38833,-1.06285,0.00000,1,0.000
000066.png,1788183922.920,0.02270,0.05117,0.29230,1,2,0.479,ok,-0.16904;0.12365,-0.65168,0.00000,1,0.000
000067.png,1788183922.970,0.03266,0.03834,0.27565,1,2,0.500,ok,-0.17058;0.10527,-0.76328,0.00000,1,0.000
000068.png,1788183923.020,0.06047,0.06354,0.33532,1,3,0.500,ok,-0.22846;0.10753;0.47256,-1.03893,0.00000,1,0.000
000069.png,1788183923.070,0.03188,0.05437,0.27328,1,3,0.500,ok,-0.16872;0.10497;0.47328,-0.75768,0.00000,1,0.000
000070.png,1788183923.170,0.03230,0.05987,0.27251,1,3,0.500,ok,-0.16880;0.10419;0.38329,-0.76452,0.00000,1,0.000
000071.png,1788183923.170,0.03230,0.05987,0.27251,1,3,0.500,ok,-0.16880;0.10419;0.38329,-0.76452,0.00000,1,0.000
000072.png,1788183923.270,0.03107,0.07862,0.27542,1,2,0.500,ok,-0.16921;0.10706,-0.75649,0.00000,1,0.000
000073.png,1788183923.320,0.03171,0.06583,0.27721,1,2,0.500,ok,-0.17062;0.10720,-0.76079,0.00000,1,0.000
000074.png,1788183923.370,0.03156,0.05714,0.27834,1,2,0.500,ok,-0.17096;0.10784,-0.75618,0.00000,1,0.000
000075.png,1788183923.420,0.06078,0.06903,0.33429,1,2,0.500,ok,-0.22832;0.10676,-1.04485,0.00000,1,0.000
000076.png,1788183923.470,0.03174,0.05437,0.27362,1,2,0.500,ok,-0.16875;0.10527,-0.75676,0.00000,1,0.000
000077.png,1788183923.570,0.03244,0.05714,0.27666,1,3,0.500,ok,-0.17099;0.10612;0.39176,-0.76475,0.00000,1,0.000
000078.png,1788183923.620,0.03089,0.08181,0.27498,1,2,0.500,ok,-0.16884;0.10706,-0.75524,0.00000,1,0.000
000079.png,1788183923.670,0.03161,0.05437,0.27362,1,2,0.500,ok,-0.16862;0.10540,-0.75663,0.00000,1,0.000
000080.png,1788183923.721,0.03066,0.07132,0.27886,1,2,0.500,ok,-0.17045;0.10912,-0.75057,0.00000,1,0.000
000081.png,1788183923.770,0.06012,0.06354,0.33549,1,2,0.500,ok,-0.22820;0.10797,-1.03805,0.00000,1,0.000
000082.png,1788183923.820,0.06024,0.06354,0.33548,1,3,0.500,ok,-0.22832;0.10784;0.47177,-1.03811,0.00000,1,0.000
000083.png,1788183923.870,0.03174,0.05437,0.27328,1,3,0.500,ok,-0.16858;0.10510;0.47365,-0.75755,0.00000,1,0.000
000084.png,1788183923.921,0.03204,0.05987,0.27286,1,2,0.500,ok,-0.16872;0.10463,-0.76314,0.00000,1,0.000
000085.png,1788183924.021,0.03211,0.05987,0.27273,1,2,0.500,ok,-0.16872;0.10450,-0.76309,0.00000,1,0.000
000086.png,1788183924.070,0.03132,0.06034,0.27808,1,3,0.500,ok,-0.17062;0.10797;0.49416,-0.75471,0.00000,1,0.000
000087.png,1788183924.120,0.03511,0.04705,0.27829,1,2,0.479,ok,-0.17441;0.10419,-0.78285,0.00000,1,0.000
000088.png,1788183924.170,0.03024,0.07862,0.27684,1,3,0.500,ok,-0.16909;0.10861;0.49518,-0.74787,0.00000,1,0.000
000089.png,1788183924.270,0.05778,0.03513,0.32308,1,2,0.521,ok,-0.21942;0.10386,-1.02972,0.00000,1,0.000
000090.png,1788183924.320,0.03321,0.04384,0.27455,1,2,0.500,ok,-0.17062;0.10419,-0.76976,0.00000,1,0.000
000091.png,1788183924.370,0.02874,0.08181,0.27882,1,2,0.500,ok,-0.16862;0.11113,-0.73053,0.00000,1,0.000
000092.png,1788183924.420,0.03046,0.07634,0.27578,1,2,0.500,ok,-0.16875;0.10784,-0.74841,0.00000,1,0.000
000093.png,1788183924.470,0.05996,0.08000,0.33553,1,3,0.500,ok,-0.22826;0.10835;0.33753,-1.03980,0.00000,1,0.000
000094.png,1788183924.520,0.03086,0.08181,0.27459,1,3,0.500,ok,-0.16862;0.10689;0.49891,-0.75501,0.00000,1,0.000
000095.png,1788183924.570,0.03219,0.05987,0.27229,1,2,0.500,ok,-0.16858;0.10419,-0.76358,0.00000,1,0.000
000096.png,1788183924.670,0.06040,0.07452,0.33493,1,2,0.500,ok,-0.22832;0.10753,-1.04280,0.00000,1,0.000
000097.png,1788183924.720,0.06160,0.04155,0.33345,1,3,0.500,ok,-0.22846;0.10527;0.49518,-1.04662,0.00000,1,0.000
000098.png,1788183924.770,0.03186,0.06583,0.27691,1,2,0.500,ok,-0.17062;0.10689,-0.76145,0.00000,1,0.000
000099.png,1788183924.820,0.02999,0.08181,0.27627,1,2,0.500,ok,-0.16858;0.10861,-0.74644,0.00000,1,0.000
000100.png,1788183924.870,0.03245,0.04064,0.27651,1,3,0.500,ok,-0.17082;0.10591;0.47095,-0.76227,0.00000,1,0.000
000101.png,1788183924.970,0.06066,0.04705,0.33277,1,2,0.500,ok,-0.22722;0.10591,-1.03896,0.00000,1,0.000
000102.png,1788183925.020,0.03330,0.03834,0.27437,1,2,0.500,ok,-0.17058;0.10399,-0.77149,0.00000,1,0.000
000103.png,1788183925.070,0.03208,0.06034,0.27650,1,2,0.500,ok,-0.17058;0.10642,-0.76309,0.00000,1,0.000
000104.png,1788183925.120,0.02995,0.08729,0.27648,1,2,0.500,ok,-0.16872;0.10881,-0.74515,0.00000,1,0.000
000105.png,1788183925.170,0.05707,0.03513,0.32449,1,3,0.521,ok,-0.21942;0.10527;0.47545,-1.02155,0.00000,1,0.000
000106.png,1788183925.270,0.06132,0.04705,0.33351,1,2,0.500,ok,-0.22826;0.10562,-1.04526,0.00000,1,0.000
000107.png,1788183925.320,0.03135,0.05987,0.27404,1,3,0.500,ok,-0.16862;0.10591;0.49773,-0.75450,0.00000,1,0.000
000108.png,1788183925.370,0.05890,0.07452,0.33792,1,2,0.500,ok,-0.22832;0.11053,-1.02577,0.00000,1,0.000
000109.png,1788183925.420,0.03364,0.03513,0.27447,1,2,0.500,ok,-0.17096;0.10369,-0.77340,0.00000,1,0.000
000110.png,1788183925.520,0.03210,0.06034,0.27654,1,3,0.500,ok,-0.17062;0.10642;0.50232,-0.76283,0.00000,1,0.000
000111.png,1788183925.570,0.06031,0.07452,0.33537,1,2,0.500,ok,-0.22846;0.10784,-1.04229,0.00000,1,0.000
000112.png,1788183925.620,0.03114,0.06690,0.27861,1,3,0.500,ok,-0.17076;0.10848;0.50054,-0.75321,0.00000,1,0.000
000113.png,1788183925.720,0.05490,0.04982,0.33227,1,3,0.521,ok,-0.22124;0.11144;0.47060,-1.00211,0.00000,1,0.000
000114.png,1788183925.770,0.05969,0.04705,0.33649,1,2,0.500,ok,-0.22812;0.10874,-1.02769,0.00000,1,0.000
000115.png,1788183925.820,0.03236,0.05437,0.27204,1,2,0.500,ok,-0.16858;0.10386,-0.76501,0.00000,1,0.000
000116.png,1788183925.870,0.03259,0.03834,0.27552,1,2,0.500,ok,-0.17045;0.10527,-0.76310,0.00000,1,0.000
000117.png,1788183925.970,0.03051,0.08729,0.27537,1,2,0.500,ok,-0.16872;0.10771,-0.75265,0.00000,1,0.000
000118.png,1788183926.020,0.06095,0.06354,0.33434,1,2,0.500,ok,-0.22846;0.10656,-1.04647,0.00000,1,0.000
000119.png,1788183926.070,0.03058,0.07314,0.27609,1,2,0.500,ok,-0.16899;0.10784,-0.74948,0.00000,1,0.000
000120.png,1788183926.120,0.06101,0.04155,0.33254,1,3,0.500,ok,-0.22742;0.10540;0.47248,-1.04145,0.00000,1,0.000
000121.png,1788183926.220,0.05812,0.04064,0.32215,1,2,0.521,ok,-0.21933;0.10308,-1.03576,0.00000,1,0.000
000122.png,1788183926.270,0.06214,0.06354,0.33158,1,2,0.521,ok,-0.22826;0.10399,-1.06042,0.00000,1,0.000
000123.png,1788183926.320,0.03317,0.06354,0.28145,1,2,0.479,ok,-0.17418;0.10784,-0.76728,0.00000,1,0.000
000124.png,1788183926.370,0.06008,0.06903,0.33570,1,2,0.500,ok,-0.22832;0.10817,-1.03668,0.00000,1,0.000
000125.png,1788183926.420,0.05492,0.06583,0.32574,1,2,0.521,ok,-0.21815;0.10831,-1.00621,0.00000,1,0.000
000126.png,1788183926.521,0.06341,0.04155,0.32930,1,2,0.521,ok,-0.22820;0.10139,-1.06849,0.00000,1,0.000
000127.png,1788183926.570,0.03254,0.04064,0.27667,1,2,0.500,ok,-0.17099;0.10591,-0.76219,0.00000,1,0.000
000128.png,1788183926.620,0.05723,0.03513,0.32419,1,3,0.521,ok,-0.21942;0.10497;0.47365,-1.02222,0.00000,1,0.000
000129.png,1788183926.670,0.03175,0.06583,0.27703,1,3,0.500,ok,-0.17057;0.10706;0.47219,-0.76133,0.00000,1,0.000
000130.png,1788183926.720,0.03069,0.08181,0.27536,1,2,0.500,ok,-0.16884;0.10745,-0.75110,0.00000,1,0.000
000131.png,1788183926.820,0.06031,0.06354,0.33562,1,3,0.500,ok,-0.22846;0.10784;0.47545,-1.03826,0.00000,1,0.000
000132.png,1788183926.870,0.03112,0.06263,0.27892,1,3,0.500,ok,-0.17086;0.10861;0.47349,-0.75370,0.00000,1,0.000
000133.png,1788183926.920,0.03272,0.03834,0.27577,1,2,0.500,ok,-0.17070;0.10527,-0.76379,0.00000,1,0.000
000134.png,1788183927.020,0.05529,0.07314,0.32477,1,2,0.521,ok,-0.21811;0.10753,-1.01087,0.00000,1,0.000
000135.png,1788183927.070,0.05712,0.03513,0.32423,1,2,0.521,ok,-0.21933;0.10510,-1.02224,0.00000,1,0.000
000136.png,1788183927.120,0.05970,0.06903,0.33632,1,2,0.500,ok,-0.22826;0.10886,-1.03167,0.00000,1,0.000
000137.png,1788183927.170,0.06585,-0.00433,0.32494,1,2,0.479,ok,-0.22832;0.09662,-1.07869,0.00000,1,0.000
000138.png,1788183927.270,0.05534,0.06583,0.32693,1,2,0.521,ok,-0.21916;0.10848,-1.01047,0.00000,1,0.000
000139.png,1788183927.320,0.05975,0.07452,0.33620,1,3,0.500,ok,-0.22832;0.10881;0.47545,-1.03460,0.00000,1,0.000
000140.png,1788183927.370,0.03229,0.04384,0.27640,1,2,0.500,ok,-0.17062;0.10605,-0.76098,0.00000,1,0.000
000141.png,1788183927.420,0.03259,0.03834,0.27578,1,3,0.500,ok,-0.17058;0.10540;0.47473,-0.76333,0.00000,1,0.000
000142.png,1788183927.520,0.05960,0.07452,0.33651,1,2,0.500,ok,-0.22832;0.10912,-1.03393,0.00000,1,0.000
000143.png,1788183927.570,0.05476,0.07862,0.32573,1,3,0.521,ok,-0.21813;0.10861;0.50236,-1.00796,0.00000,1,0.000
000144.png,1788183927.620,0.06179,0.04705,0.33298,1,2,0.500,ok,-0.22846;0.10488,-1.04855,0.00000,1,0.000
000145.png,1788183927.670,0.05741,0.04384,0.32291,1,2,0.521,ok,-0.21902;0.10419,-1.02744,0.00000,1,0.000
000146.png,1788183927.770,0.05463,0.07634,0.32364,1,2,0.521,ok,-0.21692;0.10766,-1.00534,0.00000,1,0.000
000147.png,1788183927.821,0.05521,0.07421,0.32520,1,2,0.521,ok,-0.21826;0.10784,-1.01044,0.00000,1,0.000
000148.png,1788183927.870,0.05573,0.05714,0.32686,1,3,0.521,ok,-0.21942;0.10797;0.46795,-1.01324,0.00000,1,0.000
000149.png,1788183927.920,0.05837,0.06354,0.33703,1,2,0.500,ok,-0.22722;0.11049,-1.01707,0.00000,1,0.000
000150.png,1788183928.020,0.03134,0.06690,0.27841,1,2,0.500,ok,-0.17086;0.10817,-0.75431,0.00000,1,0.000
000151.png,1788183928.070,0.02937,-0.02881,0.31574,0,2,0.188,single_line,-0.21940;0.12850,-0.40611,0.00000,1,0.000
000152.png,1788183928.120,0.03237,0.05714,0.27679,1,3,0.500,ok,-0.17099;0.10625;0.47582,-0.76479,0.00000,1,0.000
000153.png,1788183928.170,0.05924,0.07452,0.33517,1,3,0.500,ok,-0.22728;0.10881;0.50192,-1.02938,0.00000,1,0.000
000154.png,1788183928.220,0.05742,0.04340,0.32865,1,2,0.521,ok,-0.22190;0.10706,-1.02804,0.00000,1,0.000
000155.png,1788183928.270,0.03149,0.05987,0.27370,1,2,0.500,ok,-0.16858;0.10561,-0.75542,0.00000,1,0.000
000156.png,1788183928.320,0.03228,0.05987,0.27246,1,2,0.500,ok,-0.16875;0.10419,-0.76350,0.00000,1,0.000
000157.png,1788183928.370,0.06029,0.06879,0.33612,1,3,0.500,ok,-0.22875;0.10817;0.46758,-1.03748,0.00000,1,0.000
000158.png,1788183928.470,0.03046,0.07634,0.27578,1,2,0.500,ok,-0.16875;0.10784,-0.74841,0.00000,1,0.000
000159.png,1788183928.520,0.05579,0.05714,0.32672,1,3,0.521,ok,-0.21942;0.10784;0.47365,-1.01320,0.00000,1,0.000
000160.png,1788183928.570,0.03057,0.08729,0.27549,1,2,0.500,ok,-0.16884;0.10771,-0.75315,0.00000,1,0.000
000161.png,1788183928.620,0.05536,0.04384,0.32728,1,3,0.521,ok,-0.21916;0.10844;0.40387,-1.00317,0.00000,1,0.000
000162.png,1788183928.720,0.05675,0.04064,0.32506,1,2,0.521,ok,-0.21942;0.10591,-1.01947,0.00000,1,0.000
000163.png,1788183928.770,0.02978,0.06263,0.28188,1,2,0.500,ok,-0.17099;0.11144,-0.73755,0.00000,1,0.000
000164.png,1788183928.820,0.03236,0.05437,0.27231,1,2,0.500,ok,-0.16872;0.10399,-0.76523,0.00000,1,0.000
000165.png,1788183928.870,0.02119,0.06583,0.29813,1,3,0.479,ok,-0.17058;0.12820;0.47473,-0.63871,0.00000,1,0.000
000166.png,1788183928.921,0.03140,0.05987,0.27414,1,2,0.500,ok,-0.16872;0.10591,-0.75493,0.00000,1,0.000
000167.png,1788183929.020,0.03133,0.07314,0.27478,1,2,0.500,ok,-0.16909;0.10642,-0.75808,0.00000,1,0.000
000168.png,1788183929.070,0.03228,0.05714,0.27696,1,2,0.500,ok,-0.17099;0.10642,-0.76408,0.00000,1,0.000
000169.png,1788183929.120,0.03135,0.05987,0.27431,1,3,0.500,ok,-0.16875;0.10605;0.47294,-0.75472,0.00000,1,0.000
000170.png,1788183929.170,0.05686,0.04340,0.32976,1,2,0.521,ok,-0.22190;0.10817,-1.02055,0.00000,1,0.000
000171.png,1788183929.270,0.06033,0.04155,0.33597,1,2,0.500,ok,-0.22846;0.10779,-1.03096,0.00000,1,0.000
000172.png,1788183929.320,0.06024,0.06354,0.33548,1,3,0.500,ok,-0.22832;0.10784;0.47582,-1.03811,0.00000,1,0.000
000173.png,1788183929.370,0.06213,0.04705,0.33229,1,3,0.500,ok,-0.22846;0.10419;0.47402,-1.05336,0.00000,1,0.000
000174.png,1788183929.420,0.03087,0.05714,0.27978,1,2,0.500,ok,-0.17099;0.10925,-0.74776,0.00000,1,0.000
000175.png,1788183929.470,0.05993,0.06903,0.33627,1,3,0.500,ok,-0.22846;0.10861;0.47365,-1.03622,0.00000,1,0.000
000176.png,1788183929.570,0.03140,0.05987,0.27414,1,2,0.500,ok,-0.16872;0.10591,-0.75493,0.00000,1,0.000
000177.png,1788183929.620,0.03087,0.05714,0.27978,1,3,0.500,ok,-0.17099;0.10925;0.47248,-0.74776,0.00000,1,0.000
000178.png,1788183929.670,0.03041,0.07862,0.27658,1,3,0.500,ok,-0.16913;0.10831;0.47473,-0.74828,0.00000,1,0.000
000179.png,1788183929.720,0.05560,0.06034,0.32654,1,2,0.521,ok,-0.21916;0.10797,-1.01260,0.00000,1,0.000
000180.png,1788183929.770,0.03286,0.03513,0.27609,1,2,0.500,ok,-0.17099;0.10527,-0.76428,0.00000,1,0.000
000181.png,1788183929.870,0.05944,0.06354,0.33696,1,3,0.500,ok,-0.22826;0.10938;0.47620,-1.02978,0.00000,1,0.000
000182.png,1788183929.920,0.03134,0.05987,0.27400,1,2,0.500,ok,-0.16858;0.10591,-0.75475,0.00000,1,0.000
000183.png,1788183929.970,0.03234,0.04384,0.27623,1,2,0.500,ok,-0.17058;0.10591,-0.76119,0.00000,1,0.000
000184.png,1788183930.020,0.06094,0.04155,0.33240,1,2,0.500,ok,-0.22728;0.10540,-1.04130,0.00000,1,0.000
000185.png,1788183930.070,0.05408,0.06583,0.32945,1,3,0.521,ok,-0.21916;0.11100;0.49915,-0.99481,0.00000,1,0.000
000186.png,1788183930.120,0.05543,0.06583,0.32676,1,2,0.521,ok,-0.21916;0.10831,-1.01118,0.00000,1,0.000
000187.png,1788183930.220,0.03101,0.07862,0.27530,1,2,0.500,ok,-0.16909;0.10706,-0.75599,0.00000,1,0.000
000188.png,1788183930.270,0.03114,0.06583,0.27829,1,2,0.500,ok,-0.17058;0.10831,-0.75355,0.00000,1,0.000
000189.png,1788183930.320,0.03213,0.05987,0.27276,1,3,0.500,ok,-0.16875;0.10450;0.47132,-0.76284,0.00000,1,0.000
000190.png,1788183930.370,0.06412,0.04705,0.32805,1,3,0.500,ok,-0.22832;0.10009;0.50130,-1.07773,0.00000,1,0.000
000191.png,1788183930.470,0.03007,0.08181,0.27617,1,2,0.500,ok,-0.16862;0.10848,-0.74614,0.00000,1,0.000
000192.png,1788183930.520,0.05831,0.01586,0.32713,1,2,0.521,ok,-0.22190;0.10527,-1.03033,0.00000,1,0.000
000193.png,1788183930.570,0.03262,0.04064,0.27650,1,2,0.500,ok,-0.17099;0.10574,-0.76290,0.00000,1,0.000
000194.png,1788183930.620,0.03247,0.04064,0.27681,1,2,0.500,ok,-0.17099;0.10605,-0.76223,0.00000,1,0.000
000195.png,1788183930.670,0.06188,0.04705,0.33281,1,2,0.500,ok,-0.22846;0.10471,-1.04926,0.00000,1,0.000
000196.png,1788183930.720,0.03024,0.07862,0.27684,1,2,0.500,ok,-0.16909;0.10861,-0.74787,0.00000,1,0.000
000197.png,1788183930.770,0.02854,0.08729,0.27929,1,3,0.500,ok,-0.16872;0.11164;0.47582,-0.72883,0.00000,1,0.000
000198.png,1788183930.870,0.02995,0.08729,0.27648,1,2,0.500,ok,-0.16872;0.10881,-0.74515,0.00000,1,0.000
000199.png,1788183930.920,0.05566,0.05117,0.32453,1,3,0.521,ok,-0.21813;0.10682;0.49737,-1.01024,0.00000,1,0.000
000200.png,1788183930.970,0.03253,0.05437,0.27204,1,3,0.500,ok,-0.16875;0.10369;0.47582,-0.76563,0.00000,1,0.000
000201.png,1788183931.020,0.03075,0.07132,0.27903,1,2,0.500,ok,-0.17062;0.10912,-0.75049,0.00000,1,0.000
000202.png,1788183931.070,0.03259,0.03834,0.27578,1,2,0.500,ok,-0.17058;0.10540,-0.76333,0.00000,1,0.000
000203.png,1788183931.170,0.03014,0.08181,0.27630,1,2,0.500,ok,-0.16875;0.10848,-0.74632,0.00000,1,0.000
000204.png,1788183931.170,0.03014,0.08181,0.27630,1,2,0.500,ok,-0.16875;0.10848,-0.74632,0.00000,1,0.000
